tokens,scan_kernel,operands,regs_per_lane,workgroups,qk_reread,gemm_kernel,out_kernel,dispatch,us_per_layer,us_per_graph,gflops,gbps
128,l2,LDS,64,192,4,gemm_m8,gemm_m2,layer,981.620,35.3,,
128,l1,LDS,128,96,2,gemm_m8,gemm_m2,qkv,627.937,22.6,17199.7,135.4
128,l1,LDS,128,96,2,gemm_m8,gemm_m2,conv,21.163,0.8,0.0,495.5
128,l1,LDS,128,96,2,gemm_m8,gemm_m2,scan,210.092,7.6,3833.1,119.8
128,l1,LDS,128,96,2,gemm_m8,gemm_m2,norm,10.822,0.4,0.0,726.7
128,l1,LDS,128,96,2,gemm_m8,gemm_m2,out,198.204,7.1,20315.1,166.6
128,l1,LDS,128,96,2,gemm_m8,gemm_m2,layer,1068.218,38.5,,
128,l16w4,reg,24,384,8,gemm_m8,gemm_m2,qkv,630.135,22.7,17139.7,134.9
128,l16w4,reg,24,384,8,gemm_m8,gemm_m2,conv,21.147,0.8,0.0,495.9
128,l16w4,reg,24,384,8,gemm_m8,gemm_m2,scan,136.255,4.9,5910.3,461.7
128,l16w4,reg,24,384,8,gemm_m8,gemm_m2,norm,10.993,0.4,0.0,715.4
128,l16w4,reg,24,384,8,gemm_m8,gemm_m2,out,200.109,7.2,20121.7,165.1
128,l16w4,reg,24,384,8,gemm_m8,gemm_m2,layer,998.639,36.0,,
128,l8w4,reg,48,192,4,gemm_m8,gemm_m2,qkv,624.275,22.5,17300.6,136.2
128,l8w4,reg,48,192,4,gemm_m8,gemm_m2,conv,21.371,0.8,0.0,490.7
128,l8w4,reg,48,192,4,gemm_m8,gemm_m2,scan,99.842,3.6,8065.8,378.1
128,l8w4,reg,48,192,4,gemm_m8,gemm_m2,norm,11.134,0.4,0.0,706.3
128,l8w4,reg,48,192,4,gemm_m8,gemm_m2,out,202.300,7.3,19903.8,163.3
128,l8w4,reg,48,192,4,gemm_m8,gemm_m2,layer,958.922,34.5,,
128,l4w4,reg,96,96,2,gemm_m8,gemm_m2,qkv,622.565,22.4,17348.1,136.6
128,l4w4,reg,96,96,2,gemm_m8,gemm_m2,conv,20.780,0.7,0.0,504.6
128,l4w4,reg,96,96,2,gemm_m8,gemm_m2,scan,125.760,4.5,6403.5,200.1
128,l4w4,reg,96,96,2,gemm_m8,gemm_m2,norm,10.841,0.4,0.0,725.4
128,l4w4,reg,96,96,2,gemm_m8,gemm_m2,out,197.730,7.1,20363.8,167.0
128,l4w4,reg,96,96,2,gemm_m8,gemm_m2,layer,977.676,35.2,,
128,l2w4,LDS,64,48,1,gemm_m8,gemm_m2,qkv,622.745,22.4,17343.1,136.5
128,l2w4,LDS,64,48,1,gemm_m8,gemm_m2,conv,21.204,0.8,0.0,494.5
128,l2w4,LDS,64,48,1,gemm_m8,gemm_m2,scan,187.094,6.7,4304.3,100.9
128,l2w4,LDS,64,48,1,gemm_m8,gemm_m2,norm,10.852,0.4,0.0,724.7
128,l2w4,LDS,64,48,1,gemm_m8,gemm_m2,out,199.316,7.2,20201.7,165.7
128,l2w4,LDS,64,48,1,gemm_m8,gemm_m2,layer,1041.211,37.5,,
128,l64s,LDS,2,6144,128,gemm_m8,gemm_m2,qkv,631.243,22.7,17109.6,134.7
128,l64s,LDS,2,6144,128,gemm_m8,gemm_m2,conv,21.141,0.8,0.0,496.0
128,l64s,LDS,2,6144,128,gemm_m8,gemm_m2,scan,505.601,18.2,1592.8,1617.7
128,l64s,LDS,2,6144,128,gemm_m8,gemm_m2,norm,11.056,0.4,0.0,711.3
128,l64s,LDS,2,6144,128,gemm_m8,gemm_m2,out,199.778,7.2,20155.0,165.3
128,l64s,LDS,2,6144,128,gemm_m8,gemm_m2,layer,1368.819,49.3,,
128,l16s,LDS,8,1536,32,gemm_m8,gemm_m2,qkv,624.607,22.5,17291.4,136.1
128,l16s,LDS,8,1536,32,gemm_m8,gemm_m2,conv,21.195,0.8,0.0,494.7
128,l16s,LDS,8,1536,32,gemm_m8,gemm_m2,scan,148.867,5.4,5409.6,1436.9
128,l16s,LDS,8,1536,32,gemm_m8,gemm_m2,norm,10.902,0.4,0.0,721.4
128,l16s,LDS,8,1536,32,gemm_m8,gemm_m2,out,199.260,7.2,20207.4,165.8
128,l16s,LDS,8,1536,32,gemm_m8,gemm_m2,layer,1004.831,36.2,,
128,l8s,LDS,16,768,16,gemm_m8,gemm_m2,qkv,627.514,22.6,17211.3,135.5
128,l8s,LDS,16,768,16,gemm_m8,gemm_m2,conv,21.474,0.8,0.0,488.3
128,l8s,LDS,16,768,16,gemm_m8,gemm_m2,scan,100.326,3.6,8026.9,1128.8
128,l8s,LDS,16,768,16,gemm_m8,gemm_m2,norm,11.094,0.4,0.0,708.9
128,l8s,LDS,16,768,16,gemm_m8,gemm_m2,out,200.283,7.2,20104.2,164.9
128,l8s,LDS,16,768,16,gemm_m8,gemm_m2,layer,960.691,34.6,,
128,l4s,LDS,32,384,8,gemm_m8,gemm_m2,qkv,623.244,22.4,17329.2,136.4
128,l4s,LDS,32,384,8,gemm_m8,gemm_m2,conv,21.155,0.8,0.0,495.7
128,l4s,LDS,32,384,8,gemm_m8,gemm_m2,scan,103.165,3.7,7806.0,609.8
128,l4s,LDS,32,384,8,gemm_m8,gemm_m2,norm,10.840,0.4,0.0,725.5
128,l4s,LDS,32,384,8,gemm_m8,gemm_m2,out,198.142,7.1,20321.4,166.7
128,l4s,LDS,32,384,8,gemm_m8,gemm_m2,layer,956.546,34.4,,
128,l64p,reg+pf,10,6144,128,gemm_m8,gemm_m2,qkv,627.561,22.6,17210.0,135.5
128,l64p,reg+pf,10,6144,128,gemm_m8,gemm_m2,conv,21.364,0.8,0.0,490.8
128,l64p,reg+pf,10,6144,128,gemm_m8,gemm_m2,scan,551.603,19.9,1459.9,1482.7
128,l64p,reg+pf,10,6144,128,gemm_m8,gemm_m2,norm,9.873,0.4,0.0,796.5
128,l64p,reg+pf,10,6144,128,gemm_m8,gemm_m2,out,198.012,7.1,20334.8,166.8
128,l64p,reg+pf,10,6144,128,gemm_m8,gemm_m2,layer,1408.413,50.7,,
128,l16p,reg+pf,40,1536,32,gemm_m8,gemm_m2,qkv,627.865,22.6,17201.7,135.4
128,l16p,reg+pf,40,1536,32,gemm_m8,gemm_m2,conv,20.911,0.8,0.0,501.4
128,l16p,reg+pf,40,1536,32,gemm_m8,gemm_m2,scan,148.382,5.3,5427.3,1441.6
128,l16p,reg+pf,40,1536,32,gemm_m8,gemm_m2,norm,11.022,0.4,0.0,713.5
128,l16p,reg+pf,40,1536,32,gemm_m8,gemm_m2,out,200.854,7.2,20047.1,164.4
128,l16p,reg+pf,40,1536,32,gemm_m8,gemm_m2,layer,1009.034,36.3,,
128,l8p,reg+pf,80,768,16,gemm_m8,gemm_m2,qkv,620.855,22.4,17395.9,137.0
