tokens,down_kernel,up_kernel,dispatch,us_per_mixer,us_per_graph,gflops,gbps
1,down_gemv32,up_m8,norm,4.612,0.4,0.0,13.3
1,down_gemv32,up_m8,down,31.239,3.0,220.3,220.9
1,down_gemv32,up_m8,down_reduce,0.825,0.1,0.0,0.0
1,down_gemv32,up_m8,up,59.803,5.8,109.6,109.9
1,down_gemv32,up_m8,combine,2.632,0.3,0.0,35.0
1,down_gemv32,up_m8,block,99.111,9.6,,
1,down_gemv40,up_m1,norm,4.614,0.4,0.0,13.3
1,down_gemv40,up_m1,down,53.248,5.2,129.2,129.6
1,down_gemv40,up_m1,down_reduce,0.841,0.1,0.0,0.0
1,down_gemv40,up_m1,up,41.576,4.0,157.6,158.1
1,down_gemv40,up_m1,combine,2.618,0.3,0.0,35.2
1,down_gemv40,up_m1,block,102.897,10.0,,
1,down_gemv40,up_m2,norm,4.621,0.4,0.0,13.3
1,down_gemv40,up_m2,down,54.077,5.2,127.2,127.6
1,down_gemv40,up_m2,down_reduce,0.840,0.1,0.0,0.0
1,down_gemv40,up_m2,up,40.233,3.9,162.9,163.4
1,down_gemv40,up_m2,combine,2.629,0.3,0.0,35.1
1,down_gemv40,up_m2,block,102.400,9.9,,
1,down_gemv40,up_m4,norm,4.613,0.4,0.0,13.3
1,down_gemv40,up_m4,down,53.208,5.2,129.3,129.7
1,down_gemv40,up_m4,down_reduce,0.842,0.1,0.0,0.0
1,down_gemv40,up_m4,up,46.612,4.5,140.6,141.0
1,down_gemv40,up_m4,combine,2.633,0.3,0.0,35.0
1,down_gemv40,up_m4,block,107.908,10.5,,
1,down_gemv40,up_m8,norm,4.606,0.4,0.0,13.3
1,down_gemv40,up_m8,down,53.275,5.2,129.2,129.5
1,down_gemv40,up_m8,down_reduce,0.839,0.1,0.0,0.0
1,down_gemv40,up_m8,up,59.803,5.8,109.6,109.9
1,down_gemv40,up_m8,combine,2.637,0.3,0.0,34.9
1,down_gemv40,up_m8,block,121.160,11.8,,
1,down_gemv80,up_m1,norm,4.621,0.4,0.0,13.3
1,down_gemv80,up_m1,down,50.148,4.9,137.2,137.6
1,down_gemv80,up_m1,down_reduce,1.125,0.1,0.0,0.0
1,down_gemv80,up_m1,up,41.191,4.0,159.1,159.6
1,down_gemv80,up_m1,combine,2.621,0.3,0.0,35.2
1,down_gemv80,up_m1,block,99.706,9.7,,
1,down_gemv80,up_m2,norm,4.628,0.4,0.0,13.3
1,down_gemv80,up_m2,down,50.873,4.9,135.3,135.7
1,down_gemv80,up_m2,down_reduce,1.115,0.1,0.0,0.0
1,down_gemv80,up_m2,up,40.042,3.9,163.7,164.2
1,down_gemv80,up_m2,combine,2.619,0.3,0.0,35.2
1,down_gemv80,up_m2,block,99.277,9.6,,
1,down_gemv80,up_m4,norm,4.606,0.4,0.0,13.3
1,down_gemv80,up_m4,down,50.094,4.9,137.4,137.8
1,down_gemv80,up_m4,down_reduce,1.123,0.1,0.0,0.0
1,down_gemv80,up_m4,up,46.436,4.5,141.1,141.6
1,down_gemv80,up_m4,combine,2.622,0.3,0.0,35.1
1,down_gemv80,up_m4,block,104.881,10.2,,
1,down_gemv80,up_m8,norm,4.597,0.4,0.0,13.4
1,down_gemv80,up_m8,down,50.989,4.9,135.0,135.4
1,down_gemv80,up_m8,down_reduce,1.115,0.1,0.0,0.0
1,down_gemv80,up_m8,up,59.563,5.8,110.0,110.4
1,down_gemv80,up_m8,combine,2.622,0.3,0.0,35.1
