op,variant,weight_format,block_size,size,ns_per_iter,gflops,gbps,sclk_mhz,sclk_mhz_min,sclk_mhz_max,power_w,detail
gemm,coopmat,fp16,0,512,61390.600,4372.5824,0.0000,2813.0,2813.0,2813.0,139.71,
gemm,coopmat,fp16,0,1024,371131.150,5786.3201,0.0000,2813.9,2813.0,2814.0,138.87,
gemm,coopmat,fp16,0,2048,3313247.200,5185.2060,0.0000,2814.3,2812.0,2817.0,135.92,
gemm,coopmat,fp16,0,4096,32756357.429,4195.7948,0.0000,2832.1,2815.0,2846.0,137.54,
gemm,coopmat,q8,0,256,4564.650,7350.9321,0.0000,2848.0,2848.0,2848.0,138.10,
gemm,coopmat,q8,0,512,28450.050,9435.3246,0.0000,2849.0,2849.0,2849.0,138.08,
gemm,coopmat,q8,0,1024,358911.900,5983.3169,0.0000,2837.0,2837.0,2837.0,137.38,
gemm,coopmat,q8,0,2048,2345320.100,7325.1703,0.0000,2812.7,2811.0,2813.0,136.71,
gemm,coopmat,q8,0,4096,29243503.000,4699.8116,0.0000,2782.3,2753.0,2808.0,137.96,
dequant,q4_to_fp16,q4,32,256,1258.350,0.0000,133.4573,2815.0,2815.0,2815.0,138.86,
gemm,coopmat_dequant,q4,32,256,5859.100,5726.8918,0.0000,2817.0,2817.0,2817.0,138.90,
dequant,q4_to_fp16,q4,32,512,3083.850,0.0000,217.8264,2814.0,2814.0,2814.0,138.49,
gemm,coopmat_dequant,q4,32,512,61210.300,4385.4622,0.0000,2816.0,2816.0,2816.0,138.42,
dequant,q4_to_fp16,q4,32,1024,9407.850,0.0000,285.6100,2814.0,2814.0,2814.0,137.95,
gemm,coopmat_dequant,q4,32,1024,369542.100,5811.2016,0.0000,2813.0,2813.0,2813.0,137.21,
dequant,q4_to_fp16,q4,32,2048,31327.500,0.0000,343.0821,2814.0,2814.0,2814.0,137.19,
gemm,coopmat_dequant,q4,32,2048,3350794.550,5127.1031,0.0000,2816.6,2814.0,2819.0,137.05,
dequant,q4_to_fp16,q4,32,4096,217521.250,0.0000,197.6433,2814.0,2814.0,2814.0,136.37,
gemm,coopmat_dequant,q4,32,4096,32691213.643,4204.1557,0.0000,2837.3,2822.0,2851.0,136.96,
gemm,coopmat_fused,q4,32,256,9914.800,3384.2772,0.0000,2852.0,2852.0,2852.0,136.56,
gemm,coopmat_fused,q4,32,512,55846.100,4806.7001,0.0000,2848.0,2848.0,2848.0,136.32,
gemm,coopmat_fused,q4,32,1024,430986.850,4982.7127,0.0000,2814.6,2814.0,2815.0,135.13,
gemm,coopmat_fused,q4,32,2048,3506708.750,4899.1434,0.0000,2813.1,2812.0,2815.0,137.44,
gemm,coopmat_fused,q4,32,4096,42024042.833,3270.4839,0.0000,2827.3,2820.0,2835.0,143.52,
dequant,q4_to_fp16,q4,64,256,1242.350,0.0000,133.5276,2836.0,2836.0,2836.0,147.04,
gemm,coopmat_dequant,q4,64,256,5879.150,5707.3611,0.0000,2838.0,2838.0,2838.0,146.91,
dequant,q4_to_fp16,q4,64,512,3077.800,0.0000,215.5930,2837.0,2837.0,2837.0,146.53,
gemm,coopmat_dequant,q4,64,512,61282.400,4380.3026,0.0000,2836.0,2836.0,2836.0,146.13,
dequant,q4_to_fp16,q4,64,1024,9411.850,0.0000,282.0070,2816.0,2816.0,2816.0,144.67,
gemm,coopmat_dequant,q4,64,1024,371351.550,5782.8859,0.0000,2814.6,2814.0,2815.0,143.32,
dequant,q4_to_fp16,q4,64,2048,31293.450,0.0000,339.2669,2814.0,2814.0,2814.0,140.02,
gemm,coopmat_dequant,q4,64,2048,3339334.750,5144.6981,0.0000,2817.8,2815.0,2821.0,138.82,
dequant,q4_to_fp16,q4,64,4096,216098.550,0.0000,196.5183,2814.0,2814.0,2814.0,137.24,
gemm,coopmat_dequant,q4,64,4096,32716584.714,4200.8955,0.0000,2837.0,2822.0,2851.0,137.02,
gemm,coopmat_fused,q4,64,256,9924.850,3380.8503,0.0000,2852.0,2852.0,2852.0,136.53,
gemm,coopmat_fused,q4,64,512,55856.100,4805.8396,0.0000,2848.5,2848.0,2849.0,136.30,
gemm,coopmat_fused,q4,64,1024,429876.750,4995.5799,0.0000,2814.4,2814.0,2815.0,134.39,
gemm,coopmat_fused,q4,64,2048,3606009.450,4764.2330,0.0000,2811.8,2807.0,2815.0,137.23,
gemm,coopmat_fused,q4,64,4096,30534175.250,4501.1517,0.0000,2770.6,2745.0,2800.0,143.50,
dequant,q4_to_fp16,q4,128,256,1230.300,0.0000,134.0031,2813.0,2813.0,2813.0,143.09,
gemm,coopmat_dequant,q4,128,256,5901.200,5686.0354,0.0000,2815.0,2815.0,2815.0,142.92,
dequant,q4_to_fp16,q4,128,512,3069.800,0.0000,214.8205,2815.0,2815.0,2815.0,142.54,
gemm,coopmat_dequant,q4,128,512,61166.200,4388.6240,0.0000,2814.0,2814.0,2814.0,142.27,
dequant,q4_to_fp16,q4,128,1024,9469.950,0.0000,278.5468,2813.0,2813.0,2813.0,141.06,
gemm,coopmat_dequant,q4,128,1024,372207.150,5769.5927,0.0000,2813.0,2813.0,2813.0,140.44,
dequant,q4_to_fp16,q4,128,2048,31317.500,0.0000,336.9137,2814.0,2814.0,2814.0,138.53,
gemm,coopmat_dequant,q4,128,2048,3379487.050,5083.5730,0.0000,2817.1,2814.0,2820.0,137.91,
dequant,q4_to_fp16,q4,128,4096,214341.250,0.0000,196.9065,2813.0,2813.0,2813.0,136.49,
gemm,coopmat_dequant,q4,128,4096,32775679.857,4193.3212,0.0000,2837.4,2822.0,2851.0,137.56,
gemm,coopmat_fused,q4,128,256,9916.800,3383.5947,0.0000,2847.0,2847.0,2847.0,136.78,
gemm,coopmat_fused,q4,128,512,55868.150,4804.8030,0.0000,2840.0,2840.0,2840.0,136.39,
gemm,coopmat_fused,q4,128,1024,430219.400,4991.6011,0.0000,2814.0,2814.0,2814.0,135.49,
gemm,coopmat_fused,q4,128,2048,3478825.800,4938.4103,0.0000,2812.7,2812.0,2814.0,137.24,
gemm,coopmat_fused,q4,128,4096,28532569.882,4816.9146,0.0000,2786.8,2765.0,2804.0,142.98,
dequant,q4_to_fp16,q4,256,256,1212.300,0.0000,135.5704,2813.0,2813.0,2813.0,141.74,
gemm,coopmat_dequant,q4,256,256,5907.200,5680.2600,0.0000,2815.0,2815.0,2815.0,141.62,
dequant,q4_to_fp16,q4,256,512,3065.800,0.0000,214.4328,2815.0,2815.0,2815.0,141.31,
gemm,coopmat_dequant,q4,256,512,61326.500,4377.1527,0.0000,2815.0,2815.0,2815.0,140.93,
dequant,q4_to_fp16,q4,256,1024,9407.850,0.0000,279.5147,2813.0,2813.0,2813.0,140.00,
gemm,coopmat_dequant,q4,256,1024,368636.400,5825.4791,0.0000,2813.9,2813.0,2814.0,139.04,
dequant,q4_to_fp16,q4,256,2048,31010.900,0.0000,339.1881,2813.0,2813.0,2813.0,137.67,
gemm,coopmat_dequant,q4,256,2048,3308089.400,5193.2905,0.0000,2816.4,2814.0,2819.0,137.01,
dequant,q4_to_fp16,q4,256,4096,235972.350,0.0000,178.3010,2811.5,2811.0,2813.0,135.82,
gemm,coopmat_dequant,q4,256,4096,32702512.286,4202.7032,0.0000,2836.6,2821.0,2850.0,137.11,
gemm,coopmat_fused,q4,256,256,9928.850,3379.4883,0.0000,2816.0,2816.0,2816.0,135.34,
gemm,coopmat_fused,q4,256,512,55840.050,4807.2209,0.0000,2814.0,2814.0,2814.0,135.09,
gemm,coopmat_fused,q4,256,1024,428636.400,5010.0357,0.0000,2814.0,2814.0,2814.0,135.67,
gemm,coopmat_fused,q4,256,2048,3662963.650,4690.1555,0.0000,2809.1,2803.0,2814.0,137.07,
gemm,coopmat_fused,q4,256,4096,28229773.353,4868.5815,0.0000,2792.6,2780.0,2806.0,142.33,
dequant,q4_to_fp16,q4,512,512,3081.850,0.0000,212.9838,2814.0,2814.0,2814.0,137.58,
gemm,coopmat_dequant,q4,512,512,61432.700,4369.5858,0.0000,2814.0,2814.0,2814.0,137.36,
dequant,q4_to_fp16,q4,512,1024,9419.850,0.0000,278.7238,2814.0,2814.0,2814.0,137.10,
gemm,coopmat_dequant,q4,512,1024,370924.750,5789.5399,0.0000,2814.5,2814.0,2815.0,136.68,
dequant,q4_to_fp16,q4,512,2048,74433.400,0.0000,141.0945,2813.0,2812.0,2814.0,136.45,
gemm,coopmat_dequant,q4,512,2048,3321761.350,5171.9156,0.0000,2817.8,2815.0,2821.0,136.72,
dequant,q4_to_fp16,q4,512,4096,214008.600,0.0000,196.2939,2813.0,2813.0,2813.0,137.10,
gemm,coopmat_dequant,q4,512,4096,32880590.643,4179.9417,0.0000,2836.6,2821.0,2850.0,137.63,
gemm,coopmat_fused,q4,512,512,56044.450,4789.6885,0.0000,2813.0,2813.0,2813.0,136.42,
gemm,coopmat_fused,q4,512,1024,430167.300,4992.2057,0.0000,2813.3,2813.0,2814.0,135.97,
gemm,coopmat_fused,q4,512,2048,3589592.250,4786.0225,0.0000,2810.5,2807.0,2814.0,137.89,
gemm,coopmat_fused,q4,512,4096,28606220.353,4804.5129,0.0000,2785.4,2770.0,2811.0,142.31,
dequant,q4_to_fp16,q4,1024,1024,9397.850,0.0000,279.1583,2791.0,2791.0,2791.0,136.60,
gemm,coopmat_dequant,q4,1024,1024,368377.900,5829.5670,0.0000,2814.0,2814.0,2814.0,137.16,
dequant,q4_to_fp16,q4,1024,2048,31269.400,0.0000,335.5981,2813.0,2813.0,2813.0,137.11,
gemm,coopmat_dequant,q4,1024,2048,3309528.100,5191.0329,0.0000,2817.0,2814.0,2820.0,137.60,
dequant,q4_to_fp16,q4,1024,4096,212988.650,0.0000,197.0800,2814.0,2814.0,2814.0,137.67,
gemm,coopmat_dequant,q4,1024,4096,32784883.071,4192.1441,0.0000,2837.4,2822.0,2851.0,137.35,
gemm,coopmat_fused,q4,1024,1024,429872.750,4995.6264,0.0000,2790.4,2790.0,2791.0,138.39,
gemm,coopmat_fused,q4,1024,2048,3593874.400,4780.3199,0.0000,2810.4,2806.0,2814.0,139.71,
gemm,coopmat_fused,q4,1024,4096,28375169.588,4843.6346,0.0000,2795.7,2774.0,2810.0,144.38,
gemm,naive,w8a8,32,256,14944.350,2245.2922,0.0000,2813.0,2813.0,2813.0,145.56,
gemm,naive,w8a8,32,512,233217.100,1151.0110,0.0000,2813.0,2813.0,2813.0,144.72,
gemm,naive,w8a8,32,1024,2984745.050,719.4865,0.0000,2816.2,2814.0,2819.0,141.12,
gemm,naive,w8a8,32,2048,40803503.750,421.0391,0.0000,2840.1,2824.0,2854.0,122.45,
gemm,naive,w8a8,32,4096,291064185.000,472.1947,0.0000,2857.2,2851.0,2863.0,111.84,
gemm,naive,w8a8,64,256,15234.900,2202.4714,0.0000,2864.0,2864.0,2864.0,108.35,
gemm,naive,w8a8,64,512,212864.400,1261.0632,0.0000,2860.8,2860.0,2861.0,108.92,
gemm,naive,w8a8,64,1024,2108199.600,1018.6339,0.0000,2830.6,2829.0,2832.0,108.71,
gemm,naive,w8a8,64,2048,26005989.700,660.6120,0.0000,2838.0,2820.0,2853.0,118.39,
gemm,naive,w8a8,64,4096,285435611.000,481.5060,0.0000,2857.9,2852.0,2864.0,110.15,
gemm,naive,w8a8,128,256,15196.850,2207.9860,0.0000,2843.0,2843.0,2843.0,107.32,
gemm,naive,w8a8,128,512,204686.900,1311.4442,0.0000,2840.0,2840.0,2840.0,107.77,
gemm,naive,w8a8,128,1024,1687800.800,1272.3561,0.0000,2815.4,2814.0,2817.0,112.65,
gemm,naive,w8a8,128,2048,18650179.550,921.1637,0.0000,2831.2,2817.0,2843.0,125.11,
gemm,naive,w8a8,128,4096,145756245.333,942.9370,0.0000,2854.9,2844.0,2864.0,122.83,
gemm,naive,w8a8,256,256,15281.000,2195.8270,0.0000,2814.0,2814.0,2814.0,133.89,
gemm,naive,w8a8,256,512,206249.850,1301.5062,0.0000,2814.0,2814.0,2814.0,133.62,
gemm,naive,w8a8,256,1024,1468870.850,1461.9962,0.0000,2814.6,2813.0,2816.0,134.87,
gemm,naive,w8a8,256,2048,13293916.600,1292.3106,0.0000,2825.9,2816.0,2835.0,134.57,
gemm,naive,w8a8,256,4096,102842381.750,1336.4038,0.0000,2848.6,2837.0,2858.0,132.28,
gemm,naive,w8a8,512,512,207398.050,1294.3008,0.0000,2759.0,2759.0,2759.0,136.30,
gemm,naive,w8a8,512,1024,1497970.150,1433.5958,0.0000,2815.7,2814.0,2817.0,138.54,
gemm,naive,w8a8,512,2048,11734000.700,1464.1101,0.0000,2824.7,2816.0,2833.0,138.03,
gemm,naive,w8a8,512,4096,98049825.750,1401.7256,0.0000,2846.9,2836.0,2857.0,132.32,
gemm,naive,w8a8,1024,1024,1533942.500,1399.9766,0.0000,2783.5,2782.0,2785.0,139.02,
gemm,naive,w8a8,1024,2048,11807239.900,1455.0284,0.0000,2825.7,2817.0,2834.0,138.49,
gemm,naive,w8a8,1024,4096,94086437.200,1460.7733,0.0000,2848.3,2835.0,2859.0,134.91,
