depth,phase,tokens,ms,tok_s,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms,gpu_ms
0,pp,2048,1790.2,1144.00,0.874,0.121,0.004,0.156,0.090,0.472,0.001,0.016,0.008,0.004,0.861
0,tg,16,464.1,34.48,29.003,3.933,0.276,6.776,3.463,10.339,2.390,0.545,0.880,0.106,27.724
64000,pp,2048,1953.5,1048.39,0.954,0.122,0.003,0.157,0.155,0.453,0.001,0.016,0.042,0.004,0.907
64000,tg,16,486.3,32.90,30.394,3.949,0.290,6.809,4.132,10.379,2.389,0.552,1.290,0.220,28.501
128000,pp,2048,2026.8,1010.44,0.990,0.122,0.003,0.156,0.174,0.463,0.001,0.016,0.048,0.003,0.936
128000,tg,16,497.6,32.15,31.102,3.979,0.288,6.839,4.793,10.443,2.474,0.555,1.280,0.150,29.373
