tokens,up_kernel,down_kernel,experts_touched,up_tiles,up_rows_exec,down_tiles,down_rows_exec,dispatch,us_per_layer,ms_per_graph,gflops,weight_gbps
1,n2m1,w4m1/k40,10,40,640,10,640,route,5.824,0.3,0.0,0.0
1,n2m1,w4m1/k40,10,40,640,10,640,perm.up,3.184,0.2,0.0,0.0
1,n2m1,w4m1/k40,10,40,640,10,640,perm.down,2.992,0.1,0.0,0.0
1,n2m1,w4m1/k40,10,40,640,10,640,up,474.294,22.8,8843.3,38.9
1,n2m1,w4m1/k40,10,40,640,10,640,down,120.940,5.8,17340.4,101.6
1,n2m1,w4m1/k40,10,40,640,10,640,shexp.up,90.689,4.4,72.3,38.4
1,n2m1,w4m1/k40,10,40,640,10,640,shexp.down,19.255,0.9,170.2,90.4
1,n2m1,w4m1/k40,10,40,640,10,640,combine,2.781,0.1,0.0,44.2
1,n2m1,w4m1/k40,10,40,640,10,640,block,725.122,34.8,,
1,n1m1,m1/k40,10,10,160,10,160,router,4.223,0.2,622.0,623.2
1,n1m1,m1/k40,10,10,160,10,160,router.sum,0.843,0.0,0.0,0.0
1,n1m1,m1/k40,10,10,160,10,160,route,5.830,0.3,0.0,0.0
1,n1m1,m1/k40,10,10,160,10,160,perm.up,2.902,0.1,0.0,0.0
1,n1m1,m1/k40,10,10,160,10,160,perm.down,2.894,0.1,0.0,0.0
1,n1m1,m1/k40,10,10,160,10,160,up,199.817,9.6,5247.7,92.2
1,n1m1,m1/k40,10,10,160,10,160,down,85.498,4.1,6132.2,143.7
1,n1m1,m1/k40,10,10,160,10,160,shexp.up,76.039,3.6,86.2,45.8
1,n1m1,m1/k40,10,10,160,10,160,shexp.down,11.929,0.6,274.7,145.9
1,n1m1,m1/k40,10,10,160,10,160,combine,2.749,0.1,0.0,44.7
1,n1m1,m1/k40,10,10,160,10,160,block,392.724,18.9,,
1,n1m1,m2/k40,10,20,320,10,320,router,4.282,0.2,613.4,614.6
1,n1m1,m2/k40,10,20,320,10,320,router.sum,0.834,0.0,0.0,0.0
1,n1m1,m2/k40,10,20,320,10,320,route,5.825,0.3,0.0,0.0
1,n1m1,m2/k40,10,20,320,10,320,perm.up,3.012,0.1,0.0,0.0
1,n1m1,m2/k40,10,20,320,10,320,perm.down,2.951,0.1,0.0,0.0
1,n1m1,m2/k40,10,20,320,10,320,up,373.771,17.9,5610.8,49.3
1,n1m1,m2/k40,10,20,320,10,320,down,84.988,4.1,12337.9,144.6
1,n1m1,m2/k40,10,20,320,10,320,shexp.up,76.095,3.7,86.1,45.8
1,n1m1,m2/k40,10,20,320,10,320,shexp.down,14.223,0.7,230.4,122.4
1,n1m1,m2/k40,10,20,320,10,320,combine,2.719,0.1,0.0,45.2
1,n1m1,m2/k40,10,20,320,10,320,block,568.700,27.3,,
1,n1m1,m4/k40,10,40,640,10,640,router,4.303,0.2,610.4,611.6
1,n1m1,m4/k40,10,40,640,10,640,router.sum,0.836,0.0,0.0,0.0
1,n1m1,m4/k40,10,40,640,10,640,route,5.815,0.3,0.0,0.0
1,n1m1,m4/k40,10,40,640,10,640,perm.up,3.176,0.2,0.0,0.0
1,n1m1,m4/k40,10,40,640,10,640,perm.down,2.989,0.1,0.0,0.0
1,n1m1,m4/k40,10,40,640,10,640,up,692.070,33.2,6060.5,26.6
1,n1m1,m4/k40,10,40,640,10,640,down,115.112,5.5,18218.4,106.7
1,n1m1,m4/k40,10,40,640,10,640,shexp.up,90.719,4.4,72.2,38.4
1,n1m1,m4/k40,10,40,640,10,640,shexp.down,22.351,1.1,146.6,77.9
1,n1m1,m4/k40,10,40,640,10,640,combine,2.783,0.1,0.0,44.2
1,n1m1,m4/k40,10,40,640,10,640,block,940.154,45.1,,
1,n1m1,w2m1/k40,10,20,320,10,320,router,4.283,0.2,613.3,614.4
1,n1m1,w2m1/k40,10,20,320,10,320,router.sum,0.837,0.0,0.0,0.0
1,n1m1,w2m1/k40,10,20,320,10,320,route,5.818,0.3,0.0,0.0
1,n1m1,w2m1/k40,10,20,320,10,320,perm.up,3.009,0.1,0.0,0.0
1,n1m1,w2m1/k40,10,20,320,10,320,perm.down,2.943,0.1,0.0,0.0
1,n1m1,w2m1/k40,10,20,320,10,320,up,370.291,17.8,5663.5,49.8
1,n1m1,w2m1/k40,10,20,320,10,320,down,94.029,4.5,11151.6,130.7
1,n1m1,w2m1/k40,10,20,320,10,320,shexp.up,75.510,3.6,86.8,46.1
1,n1m1,w2m1/k40,10,20,320,10,320,shexp.down,15.761,0.8,207.9,110.4
1,n1m1,w2m1/k40,10,20,320,10,320,combine,2.751,0.1,0.0,44.7
1,n1m1,w2m1/k40,10,20,320,10,320,block,575.232,27.6,,
1,n1m1,w4m1/k40,10,40,640,10,640,router,4.391,0.2,598.2,599.3
1,n1m1,w4m1/k40,10,40,640,10,640,router.sum,0.834,0.0,0.0,0.0
1,n1m1,w4m1/k40,10,40,640,10,640,route,5.817,0.3,0.0,0.0
1,n1m1,w4m1/k40,10,40,640,10,640,perm.up,3.185,0.2,0.0,0.0
1,n1m1,w4m1/k40,10,40,640,10,640,perm.down,2.986,0.1,0.0,0.0
1,n1m1,w4m1/k40,10,40,640,10,640,up,690.952,33.2,6070.3,26.7
1,n1m1,w4m1/k40,10,40,640,10,640,down,130.161,6.2,16112.0,94.4
1,n1m1,w4m1/k40,10,40,640,10,640,shexp.up,91.499,4.4,71.6,38.1
1,n1m1,w4m1/k40,10,40,640,10,640,shexp.down,19.328,0.9,169.5,90.1
1,n1m1,w4m1/k40,10,40,640,10,640,combine,2.724,0.1,0.0,45.1
1,n1m1,w4m1/k40,10,40,640,10,640,block,951.877,45.7,,
1,v16,v16/k40,10,10,160,10,160,router,4.193,0.2,626.4,627.6
1,v16,v16/k40,10,10,160,10,160,router.sum,0.840,0.0,0.0,0.0
1,v16,v16/k40,10,10,160,10,160,route,5.815,0.3,0.0,0.0
1,v16,v16/k40,10,10,160,10,160,perm.up,2.892,0.1,0.0,0.0
1,v16,v16/k40,10,10,160,10,160,perm.down,2.891,0.1,0.0,0.0
1,v16,v16/k40,10,10,160,10,160,up,93.201,4.5,11250.7,197.8
1,v16,v16/k40,10,10,160,10,160,down,35.390,1.7,14814.6,347.2
1,v16,v16/k40,10,10,160,10,160,shexp.up,40.070,1.9,163.6,86.9
1,v16,v16/k40,10,10,160,10,160,shexp.down,8.067,0.4,406.2,215.8
1,v16,v16/k40,10,10,160,10,160,combine,2.754,0.1,0.0,44.6
1,v16,v16/k40,10,10,160,10,160,block,196.113,9.4,,
1,v16,v32/k40,10,10,160,10,160,router,4.197,0.2,625.8,627.0
1,v16,v32/k40,10,10,160,10,160,router.sum,0.842,0.0,0.0,0.0
1,v16,v32/k40,10,10,160,10,160,route,5.830,0.3,0.0,0.0
1,v16,v32/k40,10,10,160,10,160,perm.up,2.893,0.1,0.0,0.0
1,v16,v32/k40,10,10,160,10,160,perm.down,2.890,0.1,0.0,0.0
1,v16,v32/k40,10,10,160,10,160,up,93.164,4.5,11255.2,197.8
1,v16,v32/k40,10,10,160,10,160,down,41.818,2.0,12537.4,293.8
1,v16,v32/k40,10,10,160,10,160,shexp.up,40.013,1.9,163.8,87.0
1,v16,v32/k40,10,10,160,10,160,shexp.down,6.481,0.3,505.6,268.6
1,v16,v32/k40,10,10,160,10,160,combine,2.719,0.1,0.0,45.2
1,v16,v32/k40,10,10,160,10,160,block,200.847,9.6,,
1,v16,v64/k40,10,10,160,10,160,router,4.178,0.2,628.7,629.9
1,v16,v64/k40,10,10,160,10,160,router.sum,0.841,0.0,0.0,0.0
1,v16,v64/k40,10,10,160,10,160,route,5.816,0.3,0.0,0.0
1,v16,v64/k40,10,10,160,10,160,perm.up,2.900,0.1,0.0,0.0
1,v16,v64/k40,10,10,160,10,160,perm.down,2.890,0.1,0.0,0.0
1,v16,v64/k40,10,10,160,10,160,up,93.892,4.5,11167.9,196.3
1,v16,v64/k40,10,10,160,10,160,down,56.149,2.7,9337.4,218.8
1,v16,v64/k40,10,10,160,10,160,shexp.up,40.522,1.9,161.7,85.9
1,v16,v64/k40,10,10,160,10,160,shexp.down,8.319,0.4,393.9,209.3
1,v16,v64/k40,10,10,160,10,160,combine,2.766,0.1,0.0,44.4
1,v16,v64/k40,10,10,160,10,160,block,218.273,10.5,,
1,v16,v16w4/k40,10,10,160,10,160,router,4.418,0.2,594.5,595.7
1,v16,v16w4/k40,10,10,160,10,160,router.sum,0.849,0.0,0.0,0.0
1,v16,v16w4/k40,10,10,160,10,160,route,5.849,0.3,0.0,0.0
1,v16,v16w4/k40,10,10,160,10,160,perm.up,2.924,0.1,0.0,0.0
1,v16,v16w4/k40,10,10,160,10,160,perm.down,2.917,0.1,0.0,0.0
1,v16,v16w4/k40,10,10,160,10,160,up,95.574,4.6,10971.4,192.9
1,v16,v16w4/k40,10,10,160,10,160,down,35.725,1.7,14675.7,344.0
1,v16,v16w4/k40,10,10,160,10,160,shexp.up,41.934,2.0,156.3,83.0
1,v16,v16w4/k40,10,10,160,10,160,shexp.down,7.416,0.4,441.9,234.7
1,v16,v16w4/k40,10,10,160,10,160,combine,2.859,0.1,0.0,43.0
1,v16,v16w4/k40,10,10,160,10,160,block,200.465,9.6,,
1,v16,v32w4/k40,10,10,160,10,160,router,4.419,0.2,594.4,595.5
1,v16,v32w4/k40,10,10,160,10,160,router.sum,0.848,0.0,0.0,0.0
1,v16,v32w4/k40,10,10,160,10,160,route,5.856,0.3,0.0,0.0
1,v16,v32w4/k40,10,10,160,10,160,perm.up,2.924,0.1,0.0,0.0
1,v16,v32w4/k40,10,10,160,10,160,perm.down,2.921,0.1,0.0,0.0
1,v16,v32w4/k40,10,10,160,10,160,up,94.243,4.5,11126.3,195.6
1,v16,v32w4/k40,10,10,160,10,160,down,38.226,1.8,13715.5,321.5
1,v16,v32w4/k40,10,10,160,10,160,shexp.up,40.532,1.9,161.7,85.9
1,v16,v32w4/k40,10,10,160,10,160,shexp.down,5.700,0.3,574.9,305.4
1,v16,v32w4/k40,10,10,160,10,160,combine,2.756,0.1,0.0,44.6
1,v16,v32w4/k40,10,10,160,10,160,block,198.425,9.5,,
1,v16,v64w4/k40,10,10,160,10,160,router,4.434,0.2,592.4,593.5
1,v16,v64w4/k40,10,10,160,10,160,router.sum,0.849,0.0,0.0,0.0
1,v16,v64w4/k40,10,10,160,10,160,route,5.972,0.3,0.0,0.0
1,v16,v64w4/k40,10,10,160,10,160,perm.up,2.890,0.1,0.0,0.0
1,v16,v64w4/k40,10,10,160,10,160,perm.down,2.887,0.1,0.0,0.0
1,v16,v64w4/k40,10,10,160,10,160,up,93.423,4.5,11224.0,197.3
1,v16,v64w4/k40,10,10,160,10,160,down,45.089,2.2,11627.8,272.5
1,v16,v64w4/k40,10,10,160,10,160,shexp.up,40.282,1.9,162.7,86.4
1,v16,v64w4/k40,10,10,160,10,160,shexp.down,7.273,0.3,450.5,239.4
1,v16,v64w4/k40,10,10,160,10,160,combine,2.753,0.1,0.0,44.6
1,v16,v64w4/k40,10,10,160,10,160,block,205.852,9.9,,
1,v32,v16/k40,10,10,160,10,160,router,4.291,0.2,612.1,613.3
1,v32,v16/k40,10,10,160,10,160,router.sum,0.839,0.0,0.0,0.0
1,v32,v16/k40,10,10,160,10,160,route,5.822,0.3,0.0,0.0
1,v32,v16/k40,10,10,160,10,160,perm.up,2.895,0.1,0.0,0.0
1,v32,v16/k40,10,10,160,10,160,perm.down,2.891,0.1,0.0,0.0
1,v32,v16/k40,10,10,160,10,160,up,118.308,5.7,8863.1,155.8
1,v32,v16/k40,10,10,160,10,160,down,35.889,1.7,14608.6,342.4
1,v32,v16/k40,10,10,160,10,160,shexp.up,23.908,1.1,274.1,145.6
1,v32,v16/k40,10,10,160,10,160,shexp.down,8.477,0.4,386.6,205.4
1,v32,v16/k40,10,10,160,10,160,combine,2.763,0.1,0.0,44.5
1,v32,v16/k40,10,10,160,10,160,block,206.083,9.9,,
1,v32,v32/k40,10,10,160,10,160,router,4.448,0.2,590.5,591.7
1,v32,v32/k40,10,10,160,10,160,router.sum,0.846,0.0,0.0,0.0
1,v32,v32/k40,10,10,160,10,160,route,5.851,0.3,0.0,0.0
1,v32,v32/k40,10,10,160,10,160,perm.up,2.927,0.1,0.0,0.0
1,v32,v32/k40,10,10,160,10,160,perm.down,2.927,0.1,0.0,0.0
1,v32,v32/k40,10,10,160,10,160,up,119.171,5.7,8798.9,154.7
1,v32,v32/k40,10,10,160,10,160,down,42.553,2.0,12320.8,288.8
1,v32,v32/k40,10,10,160,10,160,shexp.up,23.981,1.2,273.3,145.2
1,v32,v32/k40,10,10,160,10,160,shexp.down,6.739,0.3,486.2,258.3
1,v32,v32/k40,10,10,160,10,160,combine,2.849,0.1,0.0,43.1
1,v32,v32/k40,10,10,160,10,160,block,212.292,10.2,,
1,v32,v64/k40,10,10,160,10,160,router,4.475,0.2,586.9,588.1
1,v32,v64/k40,10,10,160,10,160,router.sum,0.848,0.0,0.0,0.0
1,v32,v64/k40,10,10,160,10,160,route,5.851,0.3,0.0,0.0
1,v32,v64/k40,10,10,160,10,160,perm.up,2.925,0.1,0.0,0.0
1,v32,v64/k40,10,10,160,10,160,perm.down,2.926,0.1,0.0,0.0
1,v32,v64/k40,10,10,160,10,160,up,119.072,5.7,8806.2,154.8
1,v32,v64/k40,10,10,160,10,160,down,56.502,2.7,9279.1,217.5
1,v32,v64/k40,10,10,160,10,160,shexp.up,23.991,1.2,273.2,145.1
1,v32,v64/k40,10,10,160,10,160,shexp.down,8.733,0.4,375.2,199.3
1,v32,v64/k40,10,10,160,10,160,combine,2.769,0.1,0.0,44.4
1,v32,v64/k40,10,10,160,10,160,block,228.092,10.9,,
1,v32,v16w4/k40,10,10,160,10,160,router,4.453,0.2,589.8,591.0
1,v32,v16w4/k40,10,10,160,10,160,router.sum,0.854,0.0,0.0,0.0
1,v32,v16w4/k40,10,10,160,10,160,route,5.852,0.3,0.0,0.0
1,v32,v16w4/k40,10,10,160,10,160,perm.up,2.927,0.1,0.0,0.0
1,v32,v16w4/k40,10,10,160,10,160,perm.down,2.920,0.1,0.0,0.0
1,v32,v16w4/k40,10,10,160,10,160,up,120.965,5.8,8668.4,152.4
1,v32,v16w4/k40,10,10,160,10,160,down,36.052,1.7,14542.5,340.8
1,v32,v16w4/k40,10,10,160,10,160,shexp.up,24.068,1.2,272.3,144.7
1,v32,v16w4/k40,10,10,160,10,160,shexp.down,7.474,0.4,438.4,232.9
1,v32,v16w4/k40,10,10,160,10,160,combine,2.960,0.1,0.0,41.5
1,v32,v16w4/k40,10,10,160,10,160,block,208.525,10.0,,
1,v32,v32w4/k40,10,10,160,10,160,router,4.427,0.2,593.3,594.5
1,v32,v32w4/k40,10,10,160,10,160,router.sum,0.850,0.0,0.0,0.0
1,v32,v32w4/k40,10,10,160,10,160,route,5.852,0.3,0.0,0.0
1,v32,v32w4/k40,10,10,160,10,160,perm.up,2.924,0.1,0.0,0.0
1,v32,v32w4/k40,10,10,160,10,160,perm.down,2.924,0.1,0.0,0.0
1,v32,v32w4/k40,10,10,160,10,160,up,119.212,5.7,8795.9,154.6
1,v32,v32w4/k40,10,10,160,10,160,down,38.462,1.8,13631.3,319.5
1,v32,v32w4/k40,10,10,160,10,160,shexp.up,23.317,1.1,281.1,149.3
1,v32,v32w4/k40,10,10,160,10,160,shexp.down,5.803,0.3,564.7,300.0
1,v32,v32w4/k40,10,10,160,10,160,combine,2.764,0.1,0.0,44.5
1,v32,v32w4/k40,10,10,160,10,160,block,206.535,9.9,,
1,v32,v64w4/k40,10,10,160,10,160,router,4.729,0.2,555.4,556.5
1,v32,v64w4/k40,10,10,160,10,160,router.sum,0.836,0.0,0.0,0.0
1,v32,v64w4/k40,10,10,160,10,160,route,5.820,0.3,0.0,0.0
1,v32,v64w4/k40,10,10,160,10,160,perm.up,2.896,0.1,0.0,0.0
1,v32,v64w4/k40,10,10,160,10,160,perm.down,2.898,0.1,0.0,0.0
1,v32,v64w4/k40,10,10,160,10,160,up,117.816,5.7,8900.1,156.4
1,v32,v64w4/k40,10,10,160,10,160,down,45.290,2.2,11576.2,271.3
1,v32,v64w4/k40,10,10,160,10,160,shexp.up,23.319,1.1,281.0,149.3
1,v32,v64w4/k40,10,10,160,10,160,shexp.down,7.434,0.4,440.8,234.2
1,v32,v64w4/k40,10,10,160,10,160,combine,2.708,0.1,0.0,45.4
1,v32,v64w4/k40,10,10,160,10,160,block,213.746,10.3,,
1,v64,v16/k40,10,10,160,10,160,router,4.165,0.2,630.6,631.9
1,v64,v16/k40,10,10,160,10,160,router.sum,0.838,0.0,0.0,0.0
1,v64,v16/k40,10,10,160,10,160,route,5.815,0.3,0.0,0.0
1,v64,v16/k40,10,10,160,10,160,perm.up,2.892,0.1,0.0,0.0
1,v64,v16/k40,10,10,160,10,160,perm.down,2.890,0.1,0.0,0.0
1,v64,v16/k40,10,10,160,10,160,up,131.501,6.3,7973.9,140.2
1,v64,v16/k40,10,10,160,10,160,down,36.011,1.7,14559.1,341.2
1,v64,v16/k40,10,10,160,10,160,shexp.up,30.283,1.5,216.4,115.0
1,v64,v16/k40,10,10,160,10,160,shexp.down,8.482,0.4,386.3,205.2
1,v64,v16/k40,10,10,160,10,160,combine,2.761,0.1,0.0,44.5
1,v64,v16/k40,10,10,160,10,160,block,225.638,10.8,,
1,v64,v32/k40,10,10,160,10,160,router,4.429,0.2,593.0,594.2
1,v64,v32/k40,10,10,160,10,160,router.sum,0.838,0.0,0.0,0.0
1,v64,v32/k40,10,10,160,10,160,route,5.845,0.3,0.0,0.0
1,v64,v32/k40,10,10,160,10,160,perm.up,2.925,0.1,0.0,0.0
1,v64,v32/k40,10,10,160,10,160,perm.down,2.919,0.1,0.0,0.0
1,v64,v32/k40,10,10,160,10,160,up,132.704,6.4,7901.6,138.9
1,v64,v32/k40,10,10,160,10,160,down,43.349,2.1,12094.6,283.5
1,v64,v32/k40,10,10,160,10,160,shexp.up,30.629,1.5,214.0,113.7
1,v64,v32/k40,10,10,160,10,160,shexp.down,6.892,0.3,475.4,252.6
1,v64,v32/k40,10,10,160,10,160,combine,2.849,0.1,0.0,43.1
1,v64,v32/k40,10,10,160,10,160,block,233.379,11.2,,
1,v64,v64/k40,10,10,160,10,160,router,4.939,0.2,531.8,532.8
1,v64,v64/k40,10,10,160,10,160,router.sum,0.878,0.0,0.0,0.0
1,v64,v64/k40,10,10,160,10,160,route,5.926,0.3,0.0,0.0
1,v64,v64/k40,10,10,160,10,160,perm.up,2.986,0.1,0.0,0.0
1,v64,v64/k40,10,10,160,10,160,perm.down,2.984,0.1,0.0,0.0
1,v64,v64/k40,10,10,160,10,160,up,133.073,6.4,7879.7,138.5
1,v64,v64/k40,10,10,160,10,160,down,57.418,2.8,9131.1,214.0
1,v64,v64/k40,10,10,160,10,160,shexp.up,30.515,1.5,214.8,114.1
1,v64,v64/k40,10,10,160,10,160,shexp.down,8.625,0.4,379.9,201.8
1,v64,v64/k40,10,10,160,10,160,combine,2.849,0.1,0.0,43.1
1,v64,v64/k40,10,10,160,10,160,block,250.193,12.0,,
1,v64,v16w4/k40,10,10,160,10,160,router,4.936,0.2,532.1,533.2
1,v64,v16w4/k40,10,10,160,10,160,router.sum,0.873,0.0,0.0,0.0
1,v64,v16w4/k40,10,10,160,10,160,route,5.940,0.3,0.0,0.0
1,v64,v16w4/k40,10,10,160,10,160,perm.up,2.989,0.1,0.0,0.0
1,v64,v16w4/k40,10,10,160,10,160,perm.down,2.985,0.1,0.0,0.0
1,v64,v16w4/k40,10,10,160,10,160,up,133.196,6.4,7872.4,138.4
1,v64,v16w4/k40,10,10,160,10,160,down,36.034,1.7,14549.8,341.0
1,v64,v16w4/k40,10,10,160,10,160,shexp.up,30.509,1.5,214.8,114.1
1,v64,v16w4/k40,10,10,160,10,160,shexp.down,7.500,0.4,436.9,232.1
1,v64,v16w4/k40,10,10,160,10,160,combine,2.850,0.1,0.0,43.1
1,v64,v16w4/k40,10,10,160,10,160,block,227.812,10.9,,
1,v64,v32w4/k40,10,10,160,10,160,router,4.930,0.2,532.8,533.8
1,v64,v32w4/k40,10,10,160,10,160,router.sum,0.878,0.0,0.0,0.0
1,v64,v32w4/k40,10,10,160,10,160,route,5.933,0.3,0.0,0.0
1,v64,v32w4/k40,10,10,160,10,160,perm.up,2.985,0.1,0.0,0.0
1,v64,v32w4/k40,10,10,160,10,160,perm.down,2.980,0.1,0.0,0.0
1,v64,v32w4/k40,10,10,160,10,160,up,133.208,6.4,7871.7,138.4
1,v64,v32w4/k40,10,10,160,10,160,down,39.182,1.9,13380.8,313.6
1,v64,v32w4/k40,10,10,160,10,160,shexp.up,30.514,1.5,214.8,114.1
1,v64,v32w4/k40,10,10,160,10,160,shexp.down,6.026,0.3,543.8,288.9
1,v64,v32w4/k40,10,10,160,10,160,combine,2.847,0.1,0.0,43.2
1,v64,v32w4/k40,10,10,160,10,160,block,229.483,11.0,,
1,v64,v64w4/k40,10,10,160,10,160,router,4.946,0.2,531.0,532.1
1,v64,v64w4/k40,10,10,160,10,160,router.sum,0.876,0.0,0.0,0.0
1,v64,v64w4/k40,10,10,160,10,160,route,5.927,0.3,0.0,0.0
1,v64,v64w4/k40,10,10,160,10,160,perm.up,2.980,0.1,0.0,0.0
1,v64,v64w4/k40,10,10,160,10,160,perm.down,2.978,0.1,0.0,0.0
1,v64,v64w4/k40,10,10,160,10,160,up,133.022,6.4,7882.7,138.6
1,v64,v64w4/k40,10,10,160,10,160,down,45.918,2.2,11417.9,267.6
1,v64,v64w4/k40,10,10,160,10,160,shexp.up,30.476,1.5,215.0,114.2
1,v64,v64w4/k40,10,10,160,10,160,shexp.down,7.624,0.4,429.8,228.3
1,v64,v64w4/k40,10,10,160,10,160,combine,2.848,0.1,0.0,43.1
1,v64,v64w4/k40,10,10,160,10,160,block,237.595,11.4,,
1,v16w4,v16/k40,10,10,160,10,160,router,4.947,0.2,530.9,532.0
1,v16w4,v16/k40,10,10,160,10,160,router.sum,0.874,0.0,0.0,0.0
1,v16w4,v16/k40,10,10,160,10,160,route,5.930,0.3,0.0,0.0
1,v16w4,v16/k40,10,10,160,10,160,perm.up,2.987,0.1,0.0,0.0
1,v16w4,v16/k40,10,10,160,10,160,perm.down,2.982,0.1,0.0,0.0
1,v16w4,v16/k40,10,10,160,10,160,up,64.500,3.1,16257.0,285.8
1,v16w4,v16/k40,10,10,160,10,160,down,36.535,1.8,14350.3,336.3
1,v16w4,v16/k40,10,10,160,10,160,shexp.up,36.973,1.8,177.3,94.2
1,v16w4,v16/k40,10,10,160,10,160,shexp.down,8.238,0.4,397.8,211.3
1,v16w4,v16/k40,10,10,160,10,160,combine,2.764,0.1,0.0,44.5
1,v16w4,v16/k40,10,10,160,10,160,block,166.730,8.0,,
1,v16w4,v32/k40,10,10,160,10,160,router,4.188,0.2,627.2,628.4
1,v16w4,v32/k40,10,10,160,10,160,router.sum,0.832,0.0,0.0,0.0
1,v16w4,v32/k40,10,10,160,10,160,route,5.821,0.3,0.0,0.0
1,v16w4,v32/k40,10,10,160,10,160,perm.up,2.895,0.1,0.0,0.0
1,v16w4,v32/k40,10,10,160,10,160,perm.down,2.892,0.1,0.0,0.0
1,v16w4,v32/k40,10,10,160,10,160,up,63.502,3.0,16512.5,290.3
1,v16w4,v32/k40,10,10,160,10,160,down,41.701,2.0,12572.6,294.7
1,v16w4,v32/k40,10,10,160,10,160,shexp.up,35.160,1.7,186.4,99.0
1,v16w4,v32/k40,10,10,160,10,160,shexp.down,6.462,0.3,507.1,269.4
1,v16w4,v32/k40,10,10,160,10,160,combine,2.708,0.1,0.0,45.4
1,v16w4,v32/k40,10,10,160,10,160,block,166.161,8.0,,
1,v16w4,v64/k40,10,10,160,10,160,router,4.205,0.2,624.6,625.8
1,v16w4,v64/k40,10,10,160,10,160,router.sum,0.832,0.0,0.0,0.0
1,v16w4,v64/k40,10,10,160,10,160,route,5.819,0.3,0.0,0.0
1,v16w4,v64/k40,10,10,160,10,160,perm.up,2.897,0.1,0.0,0.0
1,v16w4,v64/k40,10,10,160,10,160,perm.down,2.885,0.1,0.0,0.0
1,v16w4,v64/k40,10,10,160,10,160,up,63.816,3.1,16431.2,288.8
1,v16w4,v64/k40,10,10,160,10,160,down,57.081,2.7,9185.0,215.3
1,v16w4,v64/k40,10,10,160,10,160,shexp.up,36.112,1.7,181.5,96.4
1,v16w4,v64/k40,10,10,160,10,160,shexp.down,8.479,0.4,386.5,205.3
1,v16w4,v64/k40,10,10,160,10,160,combine,2.911,0.1,0.0,42.2
1,v16w4,v64/k40,10,10,160,10,160,block,185.037,8.9,,
1,v16w4,v16w4/k40,10,10,160,10,160,router,4.243,0.2,619.0,620.2
1,v16w4,v16w4/k40,10,10,160,10,160,router.sum,0.837,0.0,0.0,0.0
1,v16w4,v16w4/k40,10,10,160,10,160,route,5.816,0.3,0.0,0.0
1,v16w4,v16w4/k40,10,10,160,10,160,perm.up,2.906,0.1,0.0,0.0
1,v16w4,v16w4/k40,10,10,160,10,160,perm.down,2.886,0.1,0.0,0.0
1,v16w4,v16w4/k40,10,10,160,10,160,up,64.851,3.1,16169.0,284.2
1,v16w4,v16w4/k40,10,10,160,10,160,down,34.930,1.7,15009.7,351.8
1,v16w4,v16w4/k40,10,10,160,10,160,shexp.up,35.767,1.7,183.2,97.3
1,v16w4,v16w4/k40,10,10,160,10,160,shexp.down,7.195,0.3,455.4,241.9
1,v16w4,v16w4/k40,10,10,160,10,160,combine,2.721,0.1,0.0,45.2
1,v16w4,v16w4/k40,10,10,160,10,160,block,162.152,7.8,,
1,v16w4,v32w4/k40,10,10,160,10,160,router,4.174,0.2,629.3,630.5
1,v16w4,v32w4/k40,10,10,160,10,160,router.sum,0.843,0.0,0.0,0.0
1,v16w4,v32w4/k40,10,10,160,10,160,route,5.820,0.3,0.0,0.0
1,v16w4,v32w4/k40,10,10,160,10,160,perm.up,2.896,0.1,0.0,0.0
1,v16w4,v32w4/k40,10,10,160,10,160,perm.down,2.888,0.1,0.0,0.0
1,v16w4,v32w4/k40,10,10,160,10,160,up,63.786,3.1,16439.0,289.0
1,v16w4,v32w4/k40,10,10,160,10,160,down,38.462,1.8,13631.3,319.5
1,v16w4,v32w4/k40,10,10,160,10,160,shexp.up,36.026,1.7,181.9,96.6
1,v16w4,v32w4/k40,10,10,160,10,160,shexp.down,5.680,0.3,576.9,306.5
1,v16w4,v32w4/k40,10,10,160,10,160,combine,2.718,0.1,0.0,45.2
1,v16w4,v32w4/k40,10,10,160,10,160,block,163.293,7.8,,
1,v16w4,v64w4/k40,10,10,160,10,160,router,4.193,0.2,626.4,627.6
1,v16w4,v64w4/k40,10,10,160,10,160,router.sum,0.833,0.0,0.0,0.0
1,v16w4,v64w4/k40,10,10,160,10,160,route,5.815,0.3,0.0,0.0
1,v16w4,v64w4/k40,10,10,160,10,160,perm.up,2.899,0.1,0.0,0.0
1,v16w4,v64w4/k40,10,10,160,10,160,perm.down,2.902,0.1,0.0,0.0
1,v16w4,v64w4/k40,10,10,160,10,160,up,63.735,3.1,16452.1,289.2
1,v16w4,v64w4/k40,10,10,160,10,160,down,45.613,2.2,11494.3,269.4
1,v16w4,v64w4/k40,10,10,160,10,160,shexp.up,35.928,1.7,182.4,96.9
1,v16w4,v64w4/k40,10,10,160,10,160,shexp.down,7.226,0.3,453.5,240.9
1,v16w4,v64w4/k40,10,10,160,10,160,combine,2.720,0.1,0.0,45.2
1,v16w4,v64w4/k40,10,10,160,10,160,block,171.864,8.2,,
1,v32w4,v16/k40,10,10,160,10,160,router,4.195,0.2,626.1,627.3
1,v32w4,v16/k40,10,10,160,10,160,router.sum,0.841,0.0,0.0,0.0
