depth,phase,tokens,ms,tok_s,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms,gpu_ms
0,pp,2048,1765.5,1159.99,0.862,0.121,0.003,0.155,0.083,0.469,0.001,0.016,0.008,0.003,0.849
0,tg,32,918.2,34.85,28.695,3.920,0.276,6.763,3.465,10.315,2.382,0.545,0.632,0.105,27.667
128000,pp,2048,1974.9,1037.00,0.964,0.121,0.003,0.157,0.175,0.464,0.001,0.016,0.020,0.004,0.938
128000,tg,32,964.1,33.19,30.127,3.940,0.275,6.774,4.623,10.319,2.383,0.550,0.780,0.133,28.866
