tokens,down_kernel,up_kernel,dispatch,us_per_mixer,us_per_graph,gflops,gbps
1,down_gemv32,up_m1,norm,13.607,1.3,0.0,4.5
1,down_gemv32,up_m1,down,16.453,1.6,418.2,145.0
1,down_gemv32,up_m1,down_reduce,1.026,0.1,0.0,0.0
1,down_gemv32,up_m1,up,21.170,2.1,309.6,107.4
1,down_gemv32,up_m1,combine,3.352,0.3,0.0,27.5
1,down_gemv32,up_m1,block,55.608,5.4,,
2,down_m1,up_m4,norm,7.189,0.7,0.0,17.1
2,down_m1,up_m4,down,234.446,22.7,58.7,10.3
2,down_m1,up_m4,up,28.062,2.7,467.1,81.7
2,down_m1,up_m4,combine,3.401,0.3,0.0,54.2
2,down_m1,up_m4,block,273.098,26.5,,
3,down_m1,up_m4,norm,7.147,0.7,0.0,25.8
3,down_m1,up_m4,down,232.142,22.5,88.9,10.5
3,down_m1,up_m4,up,27.885,2.7,705.1,83.0
3,down_m1,up_m4,combine,3.484,0.3,0.0,79.4
3,down_m1,up_m4,block,270.658,26.3,,
4,down_m1,up_m4,norm,7.782,0.8,0.0,31.6
4,down_m1,up_m4,down,233.424,22.6,117.9,10.5
4,down_m1,up_m4,up,28.036,2.7,935.0,83.3
4,down_m1,up_m4,combine,3.691,0.4,0.0,99.9
4,down_m1,up_m4,block,272.933,26.5,,
6,down_m1,up_m4,norm,9.397,0.9,0.0,39.2
6,down_m1,up_m4,down,235.026,22.8,175.7,10.6
6,down_m1,up_m4,up,28.110,2.7,1398.8,84.5
6,down_m1,up_m4,combine,3.923,0.4,0.0,141.0
6,down_m1,up_m4,block,276.456,26.8,,
8,down_m1,up_m4,norm,10.786,1.0,0.0,45.6
8,down_m1,up_m4,down,232.336,22.5,236.9,10.9
8,down_m1,up_m4,up,28.072,2.7,1867.7,86.1
8,down_m1,up_m4,combine,4.250,0.4,0.0,173.5
8,down_m1,up_m4,block,275.444,26.7,,
