tokens,down_kernel,up_kernel,dispatch,us_per_mixer,us_per_graph,gflops,gbps
64,down_m1,up_m8,down,204.170,19.8,2157.0,26.7
64,down_m1,up_m8,up,50.862,4.9,8246.4,94.2
64,down_m1,up_m8,combine,16.515,1.6,0.0,357.1
64,down_m1,up_m8,block,281.027,27.3,,
64,down_m2,up_m1,norm,9.479,0.9,0.0,414.8
64,down_m2,up_m1,down,234.598,22.8,1877.3,23.3
64,down_m2,up_m1,up,39.067,3.8,10736.2,122.7
64,down_m2,up_m1,combine,16.566,1.6,0.0,356.0
64,down_m2,up_m1,block,299.710,29.1,,
64,down_m2,up_m2,norm,9.477,0.9,0.0,414.9
64,down_m2,up_m2,down,235.447,22.8,1870.5,23.2
64,down_m2,up_m2,up,34.859,3.4,12032.2,137.5
64,down_m2,up_m2,combine,16.467,1.6,0.0,358.2
64,down_m2,up_m2,block,296.250,28.7,,
64,down_m2,up_m4,norm,9.476,0.9,0.0,415.0
64,down_m2,up_m4,down,234.494,22.7,1878.1,23.3
64,down_m2,up_m4,up,31.143,3.0,13467.9,153.9
64,down_m2,up_m4,combine,16.502,1.6,0.0,357.4
64,down_m2,up_m4,block,291.615,28.3,,
64,down_m2,up_m8,norm,9.480,0.9,0.0,414.8
64,down_m2,up_m8,down,235.153,22.8,1872.8,23.2
64,down_m2,up_m8,up,49.986,4.8,8391.0,95.9
64,down_m2,up_m8,combine,16.463,1.6,0.0,358.3
64,down_m2,up_m8,block,311.082,30.2,,
64,down_m4,up_m1,norm,9.478,0.9,0.0,414.9
64,down_m4,up_m1,down,316.605,30.7,1391.0,17.2
64,down_m4,up_m1,up,39.133,3.8,10718.1,122.5
64,down_m4,up_m1,combine,16.465,1.6,0.0,358.2
64,down_m4,up_m1,block,381.681,37.0,,
64,down_m4,up_m2,norm,9.477,0.9,0.0,414.9
64,down_m4,up_m2,down,316.148,30.7,1393.0,17.3
64,down_m4,up_m2,up,34.862,3.4,12031.2,137.5
64,down_m4,up_m2,combine,16.547,1.6,0.0,356.5
64,down_m4,up_m2,block,377.034,36.6,,
64,down_m4,up_m4,norm,9.474,0.9,0.0,415.0
64,down_m4,up_m4,down,315.550,30.6,1395.7,17.3
64,down_m4,up_m4,up,31.242,3.0,13425.2,153.4
64,down_m4,up_m4,combine,16.446,1.6,0.0,358.6
64,down_m4,up_m4,block,372.712,36.2,,
64,down_m4,up_m8,norm,9.473,0.9,0.0,415.1
64,down_m4,up_m8,down,317.507,30.8,1387.1,17.2
64,down_m4,up_m8,up,50.470,4.9,8310.5,95.0
64,down_m4,up_m8,combine,16.446,1.6,0.0,358.6
64,down_m4,up_m8,block,393.896,38.2,,
64,down_m8,up_m1,norm,9.486,0.9,0.0,414.5
64,down_m8,up_m1,down,430.191,41.7,1023.7,12.7
64,down_m8,up_m1,up,39.187,3.8,10703.3,122.3
64,down_m8,up_m1,combine,16.436,1.6,0.0,358.9
64,down_m8,up_m1,block,495.300,48.0,,
64,down_m8,up_m2,norm,9.476,0.9,0.0,415.0
64,down_m8,up_m2,down,430.284,41.7,1023.5,12.7
64,down_m8,up_m2,up,34.977,3.4,11991.6,137.0
64,down_m8,up_m2,combine,16.423,1.6,0.0,359.1
64,down_m8,up_m2,block,491.160,47.6,,
64,down_m8,up_m4,norm,9.482,0.9,0.0,414.7
64,down_m8,up_m4,down,429.558,41.7,1025.2,12.7
64,down_m8,up_m4,up,31.177,3.0,13453.2,153.7
64,down_m8,up_m4,combine,16.428,1.6,0.0,359.0
64,down_m8,up_m4,block,486.645,47.2,,
64,down_m8,up_m8,norm,9.470,0.9,0.0,415.2
64,down_m8,up_m8,down,430.043,41.7,1024.1,12.7
64,down_m8,up_m8,up,50.486,4.9,8307.9,94.9
64,down_m8,up_m8,combine,16.410,1.6,0.0,359.4
64,down_m8,up_m8,block,506.409,49.1,,
128,down_m1,up_m1,norm,21.818,2.1,0.0,360.5
128,down_m1,up_m1,down,206.152,20.0,4272.6,32.8
128,down_m1,up_m1,up,65.454,6.3,12816.0,93.2
128,down_m1,up_m1,combine,21.250,2.1,0.0,555.1
128,down_m1,up_m1,block,314.674,30.5,,
128,down_m1,up_m2,norm,16.342,1.6,0.0,481.2
128,down_m1,up_m2,down,205.526,19.9,4285.6,32.9
128,down_m1,up_m2,up,53.207,5.2,15766.0,114.7
128,down_m1,up_m2,combine,21.299,2.1,0.0,553.9
128,down_m1,up_m2,block,296.374,28.7,,
128,down_m1,up_m4,norm,17.490,1.7,0.0,449.6
128,down_m1,up_m4,down,205.488,19.9,4286.4,32.9
128,down_m1,up_m4,up,56.772,5.5,14776.0,107.5
128,down_m1,up_m4,combine,21.317,2.1,0.0,553.4
128,down_m1,up_m4,block,301.067,29.2,,
128,down_m1,up_m8,norm,17.475,1.7,0.0,450.0
128,down_m1,up_m8,down,204.838,19.9,4300.0,33.0
128,down_m1,up_m8,up,50.183,4.9,16716.0,121.6
128,down_m1,up_m8,combine,21.280,2.1,0.0,554.3
128,down_m1,up_m8,block,293.776,28.5,,
128,down_m2,up_m1,norm,17.502,1.7,0.0,449.3
128,down_m2,up_m1,down,232.317,22.5,3791.4,29.1
128,down_m2,up_m1,up,65.177,6.3,12870.5,93.6
128,down_m2,up_m1,combine,21.239,2.1,0.0,555.4
128,down_m2,up_m1,block,336.235,32.6,,
128,down_m2,up_m2,norm,16.284,1.6,0.0,482.9
128,down_m2,up_m2,down,231.580,22.5,3803.5,29.2
128,down_m2,up_m2,up,66.382,6.4,12636.9,91.9
128,down_m2,up_m2,combine,21.564,2.1,0.0,547.0
128,down_m2,up_m2,block,335.810,32.6,,
128,down_m2,up_m4,norm,17.804,1.7,0.0,441.7
128,down_m2,up_m4,down,231.955,22.5,3797.3,29.2
128,down_m2,up_m4,up,56.602,5.5,14820.3,107.8
128,down_m2,up_m4,combine,21.310,2.1,0.0,553.6
128,down_m2,up_m4,block,327.671,31.8,,
128,down_m2,up_m8,norm,17.476,1.7,0.0,450.0
128,down_m2,up_m8,down,231.121,22.4,3811.0,29.3
128,down_m2,up_m8,up,50.308,4.9,16674.5,121.3
128,down_m2,up_m8,combine,21.302,2.1,0.0,553.8
128,down_m2,up_m8,block,320.207,31.1,,
128,down_m4,up_m1,norm,17.527,1.7,0.0,448.7
128,down_m4,up_m1,down,316.017,30.7,2787.2,21.4
128,down_m4,up_m1,up,64.508,6.3,13004.0,94.6
128,down_m4,up_m1,combine,21.284,2.1,0.0,554.2
128,down_m4,up_m1,block,419.336,40.7,,
128,down_m4,up_m2,norm,16.193,1.6,0.0,485.7
128,down_m4,up_m2,down,294.704,28.6,2988.8,23.0
128,down_m4,up_m2,up,52.684,5.1,15922.5,115.8
128,down_m4,up_m2,combine,21.309,2.1,0.0,553.6
128,down_m4,up_m2,block,384.890,37.3,,
128,down_m4,up_m4,norm,17.535,1.7,0.0,448.5
128,down_m4,up_m4,down,295.470,28.7,2981.0,22.9
128,down_m4,up_m4,up,56.446,5.5,14861.3,108.1
128,down_m4,up_m4,combine,21.267,2.1,0.0,554.7
128,down_m4,up_m4,block,390.718,37.9,,
128,down_m4,up_m8,norm,17.473,1.7,0.0,450.1
128,down_m4,up_m8,down,298.315,28.9,2952.6,22.7
128,down_m4,up_m8,up,50.359,4.9,16657.6,121.2
128,down_m4,up_m8,combine,21.280,2.1,0.0,554.3
128,down_m4,up_m8,block,387.427,37.6,,
128,down_m8,up_m1,norm,17.479,1.7,0.0,449.9
128,down_m8,up_m1,down,430.627,41.8,2045.4,15.7
128,down_m8,up_m1,up,64.982,6.3,12909.1,93.9
128,down_m8,up_m1,combine,21.299,2.1,0.0,553.9
128,down_m8,up_m1,block,534.387,51.8,,
128,down_m8,up_m2,norm,15.955,1.5,0.0,492.9
128,down_m8,up_m2,down,448.026,43.5,1966.0,15.1
128,down_m8,up_m2,up,53.032,5.1,15818.0,115.1
128,down_m8,up_m2,combine,21.304,2.1,0.0,553.7
128,down_m8,up_m2,block,538.317,52.2,,
128,down_m8,up_m4,norm,17.484,1.7,0.0,449.8
128,down_m8,up_m4,down,430.294,41.7,2047.0,15.7
