depth,phase,label,n_per_pass,ms_per_token,us_each
0,pp,moe.up,48.0,0.2846,12143.1
0,pp,moe.down,48.0,0.1342,5724.1
0,pp,dn.qkv,36.0,0.0746,4246.5
0,pp,hc.cn,94.0,0.0584,1271.9
0,pp,hc.up,97.0,0.0343,724.6
0,pp,attn.attn,12.0,0.0316,5400.9
0,pp,dn.scan,36.0,0.0297,1691.4
0,pp,moe.combine,48.0,0.0280,1194.5
0,pp,dn.out,36.0,0.0278,1581.8
0,pp,hc.down,97.0,0.0266,562.3
0,pp,attn.qkv,12.0,0.0223,3803.5
0,pp,move,196.0,0.0159,166.5
0,pp,attn.score,12.0,0.0139,2376.5
0,pp,dn.conv,36.0,0.0134,760.0
0,pp,moe.shexp.up,48.0,0.0120,512.4
0,pp,dn.norm,36.0,0.0102,581.8
0,pp,attn.out,12.0,0.0094,1600.8
0,pp,moe.shexp.down,48.0,0.0057,242.5
0,pp,moe.router,48.0,0.0039,168.5
0,pp,attn.pack,12.0,0.0028,474.0
0,pp,ple.kv,1.0,0.0018,3783.0
0,pp,attn.select,12.0,0.0015,252.2
0,pp,moe.perm.up,48.0,0.0015,61.9
0,pp,hc.combine,2.0,0.0013,1344.9
0,pp,attn.idx,12.0,0.0013,219.1
0,pp,head.head,1.0,0.0012,2520.6
0,pp,moe.route,48.0,0.0012,51.5
0,pp,hc.norm,3.0,0.0009,637.4
0,pp,ple.gate,1.0,0.0009,1780.3
0,pp,ple.conv,1.0,0.0007,1519.2
0,pp,attn.attn.gather,12.0,0.0001,19.0
0,pp,attn.attn.gathmask,12.0,0.0001,18.5
0,pp,dn.hist,36.0,0.0001,4.3
0,pp,ple.hist,1.0,0.0000,2.7
0,pp,hc.down_reduce,1.0,0.0000,1.2
0,tg,moe.up,48.0,5.2949,110.3
0,tg,dn.qkv,36.0,4.0579,112.7
0,tg,moe.down,48.0,2.5261,52.6
0,tg,head.head,1.0,2.3887,2388.8
0,tg,hc.up,97.0,1.7411,17.9
0,tg,dn.out,36.0,1.6208,45.0
0,tg,attn.qkv,12.0,1.4263,118.9
0,tg,hc.down,97.0,1.3509,13.9
0,tg,attn.attn.split,12.0,0.9902,82.5
