chunk,tokens,nll,ppl,stderr,seconds
59,60357,1.337937,3.8112,0.0330,2.40
60,61380,1.342684,3.8293,0.0330,2.37
61,62403,1.348754,3.8526,0.0330,2.42
62,63426,1.356991,3.8845,0.0331,2.37
63,64449,1.367660,3.9262,0.0333,2.36
64,65472,1.379299,3.9721,0.0336,2.40
65,66495,1.375313,3.9563,0.0331,2.39
66,67518,1.383381,3.9884,0.0333,2.37
67,68541,1.385468,3.9967,0.0331,2.39
68,69564,1.384813,3.9941,0.0328,2.38
69,70587,1.386952,4.0026,0.0326,2.40
70,71610,1.389496,4.0128,0.0325,2.41
71,72633,1.385409,3.9965,0.0321,2.44
72,73656,1.387836,4.0062,0.0320,2.43
73,74679,1.395279,4.0361,0.0321,2.41
74,75702,1.403270,4.0685,0.0322,2.41
75,76725,1.405326,4.0769,0.0320,2.41
76,77748,1.408878,4.0914,0.0319,2.41
77,78771,1.412101,4.1046,0.0318,2.39
78,79794,1.412100,4.1046,0.0316,2.36
79,80817,1.418827,4.1323,0.0317,2.42
80,81840,1.411756,4.1032,0.0312,2.43
81,82863,1.404722,4.0744,0.0307,2.40
82,83886,1.396360,4.0405,0.0302,2.37
83,84909,1.389918,4.0145,0.0297,2.37
84,85932,1.382148,3.9834,0.0293,2.38
85,86955,1.378471,3.9688,0.0290,2.43
86,87978,1.382280,3.9840,0.0289,2.41
87,89001,1.380957,3.9787,0.0287,2.38
88,90024,1.381861,3.9823,0.0285,2.41
89,91047,1.386959,4.0027,0.0285,2.44
90,92070,1.388525,4.0089,0.0284,2.41
91,93093,1.397508,4.0451,0.0286,2.41
92,94116,1.405083,4.0759,0.0288,2.38
93,95139,1.410317,4.0973,0.0288,2.41
94,96162,1.413993,4.1123,0.0288,2.40
95,97185,1.420919,4.1409,0.0289,2.40
96,98208,1.429639,4.1772,0.0291,2.41
97,99231,1.438135,4.2128,0.0293,2.41
98,100254,1.437441,4.2099,0.0291,2.42
99,101277,1.440972,4.2248,0.0291,2.41
100,102300,1.443253,4.2345,0.0290,2.42
101,103323,1.435191,4.2004,0.0286,2.42
102,104346,1.428420,4.1721,0.0282,2.38
103,105369,1.421155,4.1419,0.0278,2.41
104,106392,1.418534,4.1311,0.0276,2.38
105,107415,1.411592,4.1025,0.0272,2.38
106,108438,1.409310,4.0931,0.0270,2.41
107,109461,1.411884,4.1037,0.0270,2.40
108,110484,1.411460,4.1019,0.0268,2.43
109,111507,1.413227,4.1092,0.0268,2.42
110,112530,1.413530,4.1104,0.0267,2.41
111,113553,1.413821,4.1116,0.0265,2.41
112,114576,1.412467,4.1061,0.0264,2.41
113,115599,1.411636,4.1027,0.0262,2.40
114,116622,1.418436,4.1307,0.0264,2.43
115,117645,1.421719,4.1442,0.0264,2.42
116,118668,1.425952,4.1618,0.0264,2.40
117,119691,1.429667,4.1773,0.0264,2.42
118,120714,1.431114,4.1834,0.0264,2.48
119,121737,1.428595,4.1728,0.0262,2.43
120,122760,1.430909,4.1825,0.0262,2.44
121,123783,1.433325,4.1926,0.0261,2.42
122,124806,1.435051,4.1999,0.0261,2.42
123,125829,1.436301,4.2051,0.0260,2.41
124,126852,1.437493,4.2101,0.0260,2.43
125,127875,1.442063,4.2294,0.0261,2.45
126,128898,1.443783,4.2367,0.0260,2.46
127,129921,1.447217,4.2513,0.0260,2.46
128,130944,1.447522,4.2526,0.0259,2.42
129,131967,1.448782,4.2579,0.0259,2.45
130,132990,1.447838,4.2539,0.0257,2.48
131,134013,1.450693,4.2661,0.0258,2.48
132,135036,1.447131,4.2509,0.0255,2.49
133,136059,1.447671,4.2532,0.0255,2.48
134,137082,1.446235,4.2471,0.0253,2.47
135,138105,1.445020,4.2419,0.0252,2.49
136,139128,1.443173,4.2341,0.0250,2.49
137,140151,1.440422,4.2225,0.0248,2.46
138,141174,1.437511,4.2102,0.0247,2.48
139,142197,1.440764,4.2239,0.0247,2.46
140,143220,1.445208,4.2427,0.0247,2.46
141,144243,1.441562,4.2273,0.0245,2.47
142,145266,1.435002,4.1997,0.0242,2.45
143,146289,1.430090,4.1791,0.0240,2.47
144,147312,1.431970,4.1869,0.0240,2.49
145,148335,1.431506,4.1850,0.0239,2.49
