chunk,tokens,nll,ppl,stderr,seconds
75,76725,1.400454,4.0570,0.0317,2.38
76,77748,1.404011,4.0715,0.0316,2.39
77,78771,1.407403,4.0853,0.0315,2.38
78,79794,1.407437,4.0855,0.0313,2.34
79,80817,1.414051,4.1126,0.0314,2.41
80,81840,1.407023,4.0838,0.0309,2.41
81,82863,1.400099,4.0556,0.0304,2.38
82,83886,1.391816,4.0221,0.0299,2.35
83,84909,1.385381,3.9963,0.0295,2.35
84,85932,1.377421,3.9647,0.0290,2.36
85,86955,1.373710,3.9500,0.0287,2.41
86,87978,1.377666,3.9656,0.0286,2.39
87,89001,1.376278,3.9601,0.0284,2.36
88,90024,1.377069,3.9633,0.0282,2.37
89,91047,1.382058,3.9831,0.0283,2.41
90,92070,1.383532,3.9890,0.0282,2.39
91,93093,1.392010,4.0229,0.0283,2.39
92,94116,1.399240,4.0521,0.0285,2.36
93,95139,1.404632,4.0740,0.0285,2.38
94,96162,1.408020,4.0879,0.0285,2.37
95,97185,1.414725,4.1154,0.0286,2.38
96,98208,1.423583,4.1520,0.0288,2.38
97,99231,1.431786,4.1862,0.0289,2.38
98,100254,1.430963,4.1827,0.0288,2.39
99,101277,1.434341,4.1969,0.0287,2.39
100,102300,1.436505,4.2060,0.0287,2.38
101,103323,1.428063,4.1706,0.0282,2.39
102,104346,1.421349,4.1427,0.0278,2.36
103,105369,1.413995,4.1124,0.0274,2.37
104,106392,1.411003,4.1001,0.0272,2.36
105,107415,1.403935,4.0712,0.0268,2.36
106,108438,1.401722,4.0622,0.0266,2.39
107,109461,1.404335,4.0728,0.0266,2.38
108,110484,1.403714,4.0703,0.0265,2.40
109,111507,1.405566,4.0778,0.0264,2.40
110,112530,1.405900,4.0792,0.0263,2.37
111,113553,1.406261,4.0807,0.0262,2.38
112,114576,1.404924,4.0752,0.0260,2.37
113,115599,1.404181,4.0722,0.0259,2.37
114,116622,1.410870,4.0995,0.0260,2.41
115,117645,1.414023,4.1125,0.0260,2.40
116,118668,1.418166,4.1295,0.0261,2.38
117,119691,1.421924,4.1451,0.0261,2.38
118,120714,1.423243,4.1506,0.0260,2.40
119,121737,1.420733,4.1402,0.0258,2.40
120,122760,1.423366,4.1511,0.0258,2.41
121,123783,1.425800,4.1612,0.0258,2.41
122,124806,1.427503,4.1683,0.0257,2.39
123,125829,1.428752,4.1735,0.0257,2.38
124,126852,1.429861,4.1781,0.0256,2.41
125,127875,1.434335,4.1969,0.0257,2.41
126,128898,1.436067,4.2041,0.0257,2.43
127,129921,1.439653,4.2192,0.0257,2.42
128,130944,1.439963,4.2205,0.0256,2.37
129,131967,1.441173,4.2257,0.0255,2.38
130,132990,1.440436,4.2225,0.0254,2.41
131,134013,1.443155,4.2340,0.0254,2.43
132,135036,1.439512,4.2186,0.0252,2.42
133,136059,1.440027,4.2208,0.0251,2.40
134,137082,1.438916,4.2161,0.0250,2.39
135,138105,1.437616,4.2106,0.0249,2.42
136,139128,1.435663,4.2024,0.0247,2.41
137,140151,1.432841,4.1906,0.0245,2.38
138,141174,1.430291,4.1799,0.0244,2.42
139,142197,1.433622,4.1939,0.0244,2.38
140,143220,1.438000,4.2123,0.0244,2.38
141,144243,1.434410,4.1972,0.0242,2.41
142,145266,1.427940,4.1701,0.0240,2.38
143,146289,1.423055,4.1498,0.0237,2.39
144,147312,1.424947,4.1576,0.0237,2.40
145,148335,1.424557,4.1560,0.0236,2.40
