tokens,layers,ms,tok_s,against_llama,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms
512,48,783.0,653.9,1.671,69.8,2.4,96.4,24.5,580.6,3.8,4.3,5.6,9.4
2048,48,1950.9,1049.8,2.682,324.6,8.5,351.3,109.3,1120.1,3.7,32.1,19.3,6.5
