depth,phase,tokens,ms,tok_s,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms,gpu_ms
0,pp,2048,1771.9,1155.81,0.865,0.121,0.003,0.155,0.083,0.470,0.001,0.016,0.010,0.003,0.850
0,tg,32,918.4,34.84,28.699,3.881,0.283,6.767,3.458,10.339,2.378,0.546,0.628,0.132,27.653
128000,pp,2048,1973.0,1038.02,0.963,0.121,0.003,0.156,0.175,0.465,0.001,0.016,0.019,0.004,0.938
128000,tg,32,971.0,32.96,30.342,3.898,0.275,6.768,4.779,10.345,2.403,0.550,0.764,0.223,29.019
