tokens,cells,attn_kernel,gemm_kernel,out_kernel,dispatch,us_per_layer,us_per_graph,gflops,gbps
128,2048,qt1_kt4,gemm_m8,gemm_m2,out,197.197,2.4,20418.8,167.5
128,2048,qt1_kt4,gemm_m8,gemm_m2,layer,723.300,8.7,,
128,2048,qt1_kt4,gemm_m8,gemm_m4,qkv,454.631,5.5,20112.1,158.6
128,2048,qt1_kt4,gemm_m8,gemm_m4,pack,16.539,0.2,0.0,332.9
128,2048,qt1_kt4,gemm_m8,gemm_m4,idx,4.137,0.0,0.0,0.0
128,2048,qt1_kt4,gemm_m8,gemm_m4,score,19.766,0.2,3395.2,0.0
128,2048,qt1_kt4,gemm_m8,gemm_m4,attn,31.956,0.4,6300.1,0.0
128,2048,qt1_kt4,gemm_m8,gemm_m4,out,209.386,2.5,19230.2,157.7
128,2048,qt1_kt4,gemm_m8,gemm_m4,layer,736.415,8.8,,
128,2048,qt1_kt4,gemm_m8,gemm_m8,qkv,455.525,5.5,20072.6,158.3
128,2048,qt1_kt4,gemm_m8,gemm_m8,pack,15.913,0.2,0.0,345.9
128,2048,qt1_kt4,gemm_m8,gemm_m8,idx,4.024,0.0,0.0,0.0
128,2048,qt1_kt4,gemm_m8,gemm_m8,score,19.371,0.2,3464.4,0.0
128,2048,qt1_kt4,gemm_m8,gemm_m8,attn,31.191,0.4,6454.6,0.0
128,2048,qt1_kt4,gemm_m8,gemm_m8,out,285.328,3.4,14111.9,115.8
128,2048,qt1_kt4,gemm_m8,gemm_m8,layer,811.352,9.7,,
128,2048,qt2_kt4,gemm_m2,gemm_m2,qkv,924.839,11.1,9886.7,77.9
128,2048,qt2_kt4,gemm_m2,gemm_m2,pack,15.724,0.2,0.0,350.1
128,2048,qt2_kt4,gemm_m2,gemm_m2,idx,4.029,0.0,0.0,0.0
128,2048,qt2_kt4,gemm_m2,gemm_m2,score,19.512,0.2,3439.4,0.0
128,2048,qt2_kt4,gemm_m2,gemm_m2,attn,36.426,0.4,5527.0,0.0
128,2048,qt2_kt4,gemm_m2,gemm_m2,out,194.364,2.3,20716.4,169.9
128,2048,qt2_kt4,gemm_m2,gemm_m2,layer,1194.894,14.3,,
128,2048,qt2_kt4,gemm_m2,gemm_m4,qkv,919.754,11.0,9941.3,78.4
128,2048,qt2_kt4,gemm_m2,gemm_m4,pack,15.711,0.2,0.0,350.4
128,2048,qt2_kt4,gemm_m2,gemm_m4,idx,4.073,0.0,0.0,0.0
128,2048,qt2_kt4,gemm_m2,gemm_m4,score,19.294,0.2,3478.2,0.0
128,2048,qt2_kt4,gemm_m2,gemm_m4,attn,38.216,0.5,5268.1,0.0
128,2048,qt2_kt4,gemm_m2,gemm_m4,out,205.254,2.5,19617.3,160.9
128,2048,qt2_kt4,gemm_m2,gemm_m4,layer,1202.302,14.4,,
128,2048,qt2_kt4,gemm_m2,gemm_m8,qkv,910.397,10.9,10043.5,79.2
128,2048,qt2_kt4,gemm_m2,gemm_m8,pack,15.701,0.2,0.0,350.6
128,2048,qt2_kt4,gemm_m2,gemm_m8,idx,4.049,0.0,0.0,0.0
128,2048,qt2_kt4,gemm_m2,gemm_m8,score,19.556,0.2,3431.6,0.0
128,2048,qt2_kt4,gemm_m2,gemm_m8,attn,36.507,0.4,5514.7,0.0
128,2048,qt2_kt4,gemm_m2,gemm_m8,out,284.808,3.4,14137.7,116.0
128,2048,qt2_kt4,gemm_m2,gemm_m8,layer,1271.018,15.3,,
128,2048,qt2_kt4,gemm_m4,gemm_m2,qkv,546.269,6.6,16738.2,132.0
128,2048,qt2_kt4,gemm_m4,gemm_m2,pack,15.509,0.2,0.0,355.0
128,2048,qt2_kt4,gemm_m4,gemm_m2,idx,4.034,0.0,0.0,0.0
128,2048,qt2_kt4,gemm_m4,gemm_m2,score,19.367,0.2,3465.1,0.0
128,2048,qt2_kt4,gemm_m4,gemm_m2,attn,36.305,0.4,5545.4,0.0
128,2048,qt2_kt4,gemm_m4,gemm_m2,out,195.902,2.4,20553.8,168.6
128,2048,qt2_kt4,gemm_m4,gemm_m2,layer,817.386,9.8,,
128,2048,qt2_kt4,gemm_m4,gemm_m4,qkv,541.921,6.5,16872.5,133.0
128,2048,qt2_kt4,gemm_m4,gemm_m4,pack,15.501,0.2,0.0,355.1
128,2048,qt2_kt4,gemm_m4,gemm_m4,idx,4.045,0.0,0.0,0.0
128,2048,qt2_kt4,gemm_m4,gemm_m4,score,19.506,0.2,3440.4,0.0
128,2048,qt2_kt4,gemm_m4,gemm_m4,attn,36.296,0.4,5546.8,0.0
128,2048,qt2_kt4,gemm_m4,gemm_m4,out,205.947,2.5,19551.3,160.4
128,2048,qt2_kt4,gemm_m4,gemm_m4,layer,823.216,9.9,,
128,2048,qt2_kt4,gemm_m4,gemm_m8,qkv,549.499,6.6,16639.9,131.2
128,2048,qt2_kt4,gemm_m4,gemm_m8,pack,15.548,0.2,0.0,354.1
128,2048,qt2_kt4,gemm_m4,gemm_m8,idx,4.000,0.0,0.0,0.0
128,2048,qt2_kt4,gemm_m4,gemm_m8,score,19.606,0.2,3422.9,0.0
128,2048,qt2_kt4,gemm_m4,gemm_m8,attn,37.008,0.4,5440.1,0.0
128,2048,qt2_kt4,gemm_m4,gemm_m8,out,282.433,3.4,14256.6,116.9
128,2048,qt2_kt4,gemm_m4,gemm_m8,layer,908.094,10.9,,
128,2048,qt2_kt4,gemm_m8,gemm_m2,qkv,455.105,5.5,20091.1,158.4
128,2048,qt2_kt4,gemm_m8,gemm_m2,pack,16.514,0.2,0.0,333.4
128,2048,qt2_kt4,gemm_m8,gemm_m2,idx,4.090,0.0,0.0,0.0
128,2048,qt2_kt4,gemm_m8,gemm_m2,score,19.580,0.2,3427.4,0.0
128,2048,qt2_kt4,gemm_m8,gemm_m2,attn,40.034,0.5,5028.9,0.0
128,2048,qt2_kt4,gemm_m8,gemm_m2,out,198.569,2.4,20277.7,166.3
128,2048,qt2_kt4,gemm_m8,gemm_m2,layer,733.892,8.8,,
128,2048,qt2_kt4,gemm_m8,gemm_m4,qkv,450.154,5.4,20312.1,160.1
128,2048,qt2_kt4,gemm_m8,gemm_m4,pack,15.757,0.2,0.0,349.4
128,2048,qt2_kt4,gemm_m8,gemm_m4,idx,4.032,0.0,0.0,0.0
128,2048,qt2_kt4,gemm_m8,gemm_m4,score,19.331,0.2,3471.6,0.0
128,2048,qt2_kt4,gemm_m8,gemm_m4,attn,37.892,0.5,5313.2,0.0
128,2048,qt2_kt4,gemm_m8,gemm_m4,out,206.544,2.5,19494.8,159.9
128,2048,qt2_kt4,gemm_m8,gemm_m4,layer,733.710,8.8,,
128,2048,qt2_kt4,gemm_m8,gemm_m8,qkv,455.499,5.5,20073.8,158.3
128,2048,qt2_kt4,gemm_m8,gemm_m8,pack,16.370,0.2,0.0,336.3
128,2048,qt2_kt4,gemm_m8,gemm_m8,idx,4.089,0.0,0.0,0.0
128,2048,qt2_kt4,gemm_m8,gemm_m8,score,19.544,0.2,3433.7,0.0
128,2048,qt2_kt4,gemm_m8,gemm_m8,attn,40.020,0.5,5030.6,0.0
128,2048,qt2_kt4,gemm_m8,gemm_m8,out,286.879,3.4,14035.6,115.1
128,2048,qt2_kt4,gemm_m8,gemm_m8,layer,822.401,9.9,,
256,2048,qt1_kt2,gemm_m2,gemm_m2,qkv,1475.624,17.7,12392.8,49.3
256,2048,qt1_kt2,gemm_m2,gemm_m2,pack,29.915,0.4,0.0,368.0
256,2048,qt1_kt2,gemm_m2,gemm_m2,idx,4.663,0.1,0.0,0.0
256,2048,qt1_kt2,gemm_m2,gemm_m2,score,36.338,0.4,3693.6,0.0
256,2048,qt1_kt2,gemm_m2,gemm_m2,attn,56.926,0.7,14146.5,0.0
256,2048,qt1_kt2,gemm_m2,gemm_m2,out,255.846,3.1,31476.2,135.2
256,2048,qt1_kt2,gemm_m2,gemm_m2,layer,1859.312,22.3,,
256,2048,qt1_kt2,gemm_m2,gemm_m4,qkv,1408.219,16.9,12986.0,51.7
256,2048,qt1_kt2,gemm_m2,gemm_m4,pack,29.831,0.4,0.0,369.1
256,2048,qt1_kt2,gemm_m2,gemm_m4,idx,4.643,0.1,0.0,0.0
256,2048,qt1_kt2,gemm_m2,gemm_m4,score,35.909,0.4,3737.7,0.0
256,2048,qt1_kt2,gemm_m2,gemm_m4,attn,57.946,0.7,13897.5,0.0
256,2048,qt1_kt2,gemm_m2,gemm_m4,out,303.247,3.6,26556.1,114.1
256,2048,qt1_kt2,gemm_m2,gemm_m4,layer,1839.795,22.1,,
256,2048,qt1_kt2,gemm_m2,gemm_m8,qkv,1414.110,17.0,12931.9,51.4
256,2048,qt1_kt2,gemm_m2,gemm_m8,pack,29.777,0.4,0.0,369.8
256,2048,qt1_kt2,gemm_m2,gemm_m8,idx,4.630,0.1,0.0,0.0
256,2048,qt1_kt2,gemm_m2,gemm_m8,score,35.906,0.4,3738.0,0.0
256,2048,qt1_kt2,gemm_m2,gemm_m8,attn,56.156,0.7,14340.5,0.0
256,2048,qt1_kt2,gemm_m2,gemm_m8,out,309.105,3.7,26052.8,111.9
256,2048,qt1_kt2,gemm_m2,gemm_m8,layer,1849.684,22.2,,
256,2048,qt1_kt2,gemm_m4,gemm_m2,qkv,1050.596,12.6,17406.5,69.2
256,2048,qt1_kt2,gemm_m4,gemm_m2,pack,29.831,0.4,0.0,369.1
256,2048,qt1_kt2,gemm_m4,gemm_m2,idx,4.646,0.1,0.0,0.0
256,2048,qt1_kt2,gemm_m4,gemm_m2,score,35.849,0.4,3744.0,0.0
256,2048,qt1_kt2,gemm_m4,gemm_m2,attn,57.639,0.7,13971.6,0.0
256,2048,qt1_kt2,gemm_m4,gemm_m2,out,263.786,3.2,30528.8,131.2
256,2048,qt1_kt2,gemm_m4,gemm_m2,layer,1442.347,17.3,,
256,2048,qt1_kt2,gemm_m4,gemm_m4,qkv,1047.452,12.6,17458.7,69.4
256,2048,qt1_kt2,gemm_m4,gemm_m4,pack,29.860,0.4,0.0,368.7
256,2048,qt1_kt2,gemm_m4,gemm_m4,idx,4.659,0.1,0.0,0.0
256,2048,qt1_kt2,gemm_m4,gemm_m4,score,35.958,0.4,3732.6,0.0
256,2048,qt1_kt2,gemm_m4,gemm_m4,attn,55.665,0.7,14467.0,0.0
256,2048,qt1_kt2,gemm_m4,gemm_m4,out,297.481,3.6,27070.9,116.3
256,2048,qt1_kt2,gemm_m4,gemm_m4,layer,1471.075,17.7,,
256,2048,qt1_kt2,gemm_m4,gemm_m8,qkv,1055.551,12.7,17324.8,68.9
256,2048,qt1_kt2,gemm_m4,gemm_m8,pack,30.181,0.4,0.0,364.8
256,2048,qt1_kt2,gemm_m4,gemm_m8,idx,4.640,0.1,0.0,0.0
256,2048,qt1_kt2,gemm_m4,gemm_m8,score,35.928,0.4,3735.7,0.0
256,2048,qt1_kt2,gemm_m4,gemm_m8,attn,58.727,0.7,13712.7,0.0
256,2048,qt1_kt2,gemm_m4,gemm_m8,out,313.183,3.8,25713.6,110.5
256,2048,qt1_kt2,gemm_m4,gemm_m8,layer,1498.210,18.0,,
256,2048,qt1_kt2,gemm_m8,gemm_m2,qkv,792.645,9.5,23071.1,91.8
256,2048,qt1_kt2,gemm_m8,gemm_m2,pack,29.683,0.4,0.0,370.9
256,2048,qt1_kt2,gemm_m8,gemm_m2,idx,4.639,0.1,0.0,0.0
256,2048,qt1_kt2,gemm_m8,gemm_m2,score,36.006,0.4,3727.6,0.0
256,2048,qt1_kt2,gemm_m8,gemm_m2,attn,57.595,0.7,13982.2,0.0
256,2048,qt1_kt2,gemm_m8,gemm_m2,out,264.564,3.2,30439.0,130.8
256,2048,qt1_kt2,gemm_m8,gemm_m2,layer,1185.132,14.2,,
256,2048,qt1_kt2,gemm_m8,gemm_m4,qkv,791.084,9.5,23116.6,92.0
256,2048,qt1_kt2,gemm_m8,gemm_m4,pack,29.761,0.4,0.0,369.9
256,2048,qt1_kt2,gemm_m8,gemm_m4,idx,4.644,0.1,0.0,0.0
256,2048,qt1_kt2,gemm_m8,gemm_m4,score,36.142,0.4,3713.6,0.0
256,2048,qt1_kt2,gemm_m8,gemm_m4,attn,58.413,0.7,13786.4,0.0
256,2048,qt1_kt2,gemm_m8,gemm_m4,out,301.695,3.6,26692.7,114.7
256,2048,qt1_kt2,gemm_m8,gemm_m4,layer,1221.739,14.7,,
256,2048,qt1_kt2,gemm_m8,gemm_m8,qkv,792.545,9.5,23074.0,91.8
256,2048,qt1_kt2,gemm_m8,gemm_m8,pack,29.939,0.4,0.0,367.7
256,2048,qt1_kt2,gemm_m8,gemm_m8,idx,4.626,0.1,0.0,0.0
256,2048,qt1_kt2,gemm_m8,gemm_m8,score,36.019,0.4,3726.3,0.0
256,2048,qt1_kt2,gemm_m8,gemm_m8,attn,56.861,0.7,14162.7,0.0
256,2048,qt1_kt2,gemm_m8,gemm_m8,out,317.533,3.8,25361.3,109.0
256,2048,qt1_kt2,gemm_m8,gemm_m8,layer,1237.523,14.9,,
256,2048,qt1_kt4,gemm_m2,gemm_m2,qkv,1406.037,16.9,13006.2,51.7
256,2048,qt1_kt4,gemm_m2,gemm_m2,pack,29.826,0.4,0.0,369.1
256,2048,qt1_kt4,gemm_m2,gemm_m2,idx,4.610,0.1,0.0,0.0
256,2048,qt1_kt4,gemm_m2,gemm_m2,score,35.904,0.4,3738.2,0.0
256,2048,qt1_kt4,gemm_m2,gemm_m2,attn,71.484,0.9,11265.5,0.0
256,2048,qt1_kt4,gemm_m2,gemm_m2,out,257.278,3.1,31301.0,134.5
256,2048,qt1_kt4,gemm_m2,gemm_m2,layer,1805.139,21.7,,
256,2048,qt1_kt4,gemm_m2,gemm_m4,qkv,1415.456,17.0,12919.6,51.4
256,2048,qt1_kt4,gemm_m2,gemm_m4,pack,29.806,0.4,0.0,369.4
256,2048,qt1_kt4,gemm_m2,gemm_m4,idx,4.617,0.1,0.0,0.0
256,2048,qt1_kt4,gemm_m2,gemm_m4,score,36.046,0.4,3723.5,0.0
256,2048,qt1_kt4,gemm_m2,gemm_m4,attn,71.701,0.9,11231.5,0.0
256,2048,qt1_kt4,gemm_m2,gemm_m4,out,300.436,3.6,26804.6,115.2
256,2048,qt1_kt4,gemm_m2,gemm_m4,layer,1858.062,22.3,,
256,2048,qt1_kt4,gemm_m2,gemm_m8,qkv,1410.896,16.9,12961.4,51.6
256,2048,qt1_kt4,gemm_m2,gemm_m8,pack,30.197,0.4,0.0,364.6
256,2048,qt1_kt4,gemm_m2,gemm_m8,idx,4.612,0.1,0.0,0.0
256,2048,qt1_kt4,gemm_m2,gemm_m8,score,36.109,0.4,3717.0,0.0
256,2048,qt1_kt4,gemm_m2,gemm_m8,attn,72.283,0.9,11141.0,0.0
256,2048,qt1_kt4,gemm_m2,gemm_m8,out,315.696,3.8,25508.9,109.6
256,2048,qt1_kt4,gemm_m2,gemm_m8,layer,1869.793,22.4,,
256,2048,qt1_kt4,gemm_m4,gemm_m2,qkv,1060.342,12.7,17246.5,68.6
256,2048,qt1_kt4,gemm_m4,gemm_m2,pack,29.856,0.4,0.0,368.8
256,2048,qt1_kt4,gemm_m4,gemm_m2,idx,4.648,0.1,0.0,0.0
256,2048,qt1_kt4,gemm_m4,gemm_m2,score,36.005,0.4,3727.8,0.0
256,2048,qt1_kt4,gemm_m4,gemm_m2,attn,71.526,0.9,11258.9,0.0
256,2048,qt1_kt4,gemm_m4,gemm_m2,out,255.289,3.1,31544.9,135.5
256,2048,qt1_kt4,gemm_m4,gemm_m2,layer,1457.666,17.5,,
256,2048,qt1_kt4,gemm_m4,gemm_m4,qkv,1058.901,12.7,17269.9,68.7
256,2048,qt1_kt4,gemm_m4,gemm_m4,pack,30.212,0.4,0.0,364.4
256,2048,qt1_kt4,gemm_m4,gemm_m4,idx,4.637,0.1,0.0,0.0
256,2048,qt1_kt4,gemm_m4,gemm_m4,score,35.991,0.4,3729.2,0.0
256,2048,qt1_kt4,gemm_m4,gemm_m4,attn,71.453,0.9,11270.4,0.0
256,2048,qt1_kt4,gemm_m4,gemm_m4,out,303.107,3.6,26568.4,114.2
256,2048,qt1_kt4,gemm_m4,gemm_m4,layer,1504.301,18.1,,
256,2048,qt1_kt4,gemm_m4,gemm_m8,qkv,1049.572,12.6,17423.5,69.3
256,2048,qt1_kt4,gemm_m4,gemm_m8,pack,29.823,0.4,0.0,369.2
256,2048,qt1_kt4,gemm_m4,gemm_m8,idx,4.676,0.1,0.0,0.0
256,2048,qt1_kt4,gemm_m4,gemm_m8,score,35.981,0.4,3730.2,0.0
256,2048,qt1_kt4,gemm_m4,gemm_m8,attn,71.397,0.9,11279.3,0.0
256,2048,qt1_kt4,gemm_m4,gemm_m8,out,307.745,3.7,26168.0,112.4
256,2048,qt1_kt4,gemm_m4,gemm_m8,layer,1499.194,18.0,,
256,2048,qt1_kt4,gemm_m8,gemm_m2,qkv,798.667,9.6,22897.1,91.1
256,2048,qt1_kt4,gemm_m8,gemm_m2,pack,30.128,0.4,0.0,365.4
256,2048,qt1_kt4,gemm_m8,gemm_m2,idx,4.612,0.1,0.0,0.0
256,2048,qt1_kt4,gemm_m8,gemm_m2,score,36.186,0.4,3709.1,0.0
256,2048,qt1_kt4,gemm_m8,gemm_m2,attn,71.640,0.9,11241.0,0.0
256,2048,qt1_kt4,gemm_m8,gemm_m2,out,253.792,3.0,31731.0,136.3
256,2048,qt1_kt4,gemm_m8,gemm_m2,layer,1195.025,14.3,,
256,2048,qt1_kt4,gemm_m8,gemm_m4,qkv,792.743,9.5,23068.2,91.8
256,2048,qt1_kt4,gemm_m8,gemm_m4,pack,29.648,0.4,0.0,371.4
256,2048,qt1_kt4,gemm_m8,gemm_m4,idx,4.600,0.1,0.0,0.0
256,2048,qt1_kt4,gemm_m8,gemm_m4,score,36.044,0.4,3723.7,0.0
256,2048,qt1_kt4,gemm_m8,gemm_m4,attn,71.564,0.9,11253.0,0.0
256,2048,qt1_kt4,gemm_m8,gemm_m4,out,304.528,3.7,26444.4,113.6
256,2048,qt1_kt4,gemm_m8,gemm_m4,layer,1239.127,14.9,,
256,2048,qt1_kt4,gemm_m8,gemm_m8,qkv,793.746,9.5,23039.1,91.6
256,2048,qt1_kt4,gemm_m8,gemm_m8,pack,30.513,0.4,0.0,360.8
256,2048,qt1_kt4,gemm_m8,gemm_m8,idx,4.609,0.1,0.0,0.0
256,2048,qt1_kt4,gemm_m8,gemm_m8,score,36.252,0.4,3702.4,0.0
256,2048,qt1_kt4,gemm_m8,gemm_m8,attn,71.289,0.9,11296.4,0.0
256,2048,qt1_kt4,gemm_m8,gemm_m8,out,315.604,3.8,25516.4,109.6
256,2048,qt1_kt4,gemm_m8,gemm_m8,layer,1252.013,15.0,,
256,2048,qt2_kt4,gemm_m2,gemm_m2,qkv,1409.454,16.9,12974.6,51.6
256,2048,qt2_kt4,gemm_m2,gemm_m2,pack,29.893,0.4,0.0,368.3
256,2048,qt2_kt4,gemm_m2,gemm_m2,idx,4.662,0.1,0.0,0.0
256,2048,qt2_kt4,gemm_m2,gemm_m2,score,35.857,0.4,3743.1,0.0
256,2048,qt2_kt4,gemm_m2,gemm_m2,attn,84.982,1.0,9476.2,0.0
256,2048,qt2_kt4,gemm_m2,gemm_m2,out,254.593,3.1,31631.1,135.9
256,2048,qt2_kt4,gemm_m2,gemm_m2,layer,1819.441,21.8,,
256,2048,qt2_kt4,gemm_m2,gemm_m4,qkv,1408.300,16.9,12985.3,51.7
256,2048,qt2_kt4,gemm_m2,gemm_m4,pack,30.182,0.4,0.0,364.8
256,2048,qt2_kt4,gemm_m2,gemm_m4,idx,4.649,0.1,0.0,0.0
256,2048,qt2_kt4,gemm_m2,gemm_m4,score,35.827,0.4,3746.3,0.0
256,2048,qt2_kt4,gemm_m2,gemm_m4,attn,84.630,1.0,9515.6,0.0
256,2048,qt2_kt4,gemm_m2,gemm_m4,out,303.656,3.6,26520.4,114.0
256,2048,qt2_kt4,gemm_m2,gemm_m4,layer,1867.244,22.4,,
256,2048,qt2_kt4,gemm_m2,gemm_m8,qkv,1406.596,16.9,13001.0,51.7
256,2048,qt2_kt4,gemm_m2,gemm_m8,pack,29.973,0.4,0.0,367.3
256,2048,qt2_kt4,gemm_m2,gemm_m8,idx,4.649,0.1,0.0,0.0
256,2048,qt2_kt4,gemm_m2,gemm_m8,score,35.941,0.4,3734.4,0.0
256,2048,qt2_kt4,gemm_m2,gemm_m8,attn,85.273,1.0,9443.9,0.0
256,2048,qt2_kt4,gemm_m2,gemm_m8,out,318.252,3.8,25304.0,108.7
256,2048,qt2_kt4,gemm_m2,gemm_m8,layer,1880.684,22.6,,
256,2048,qt2_kt4,gemm_m4,gemm_m2,qkv,1063.597,12.8,17193.7,68.4
256,2048,qt2_kt4,gemm_m4,gemm_m2,pack,30.490,0.4,0.0,361.1
256,2048,qt2_kt4,gemm_m4,gemm_m2,idx,4.627,0.1,0.0,0.0
256,2048,qt2_kt4,gemm_m4,gemm_m2,score,35.776,0.4,3751.6,0.0
256,2048,qt2_kt4,gemm_m4,gemm_m2,attn,85.240,1.0,9447.5,0.0
256,2048,qt2_kt4,gemm_m4,gemm_m2,out,266.133,3.2,30259.5,130.0
256,2048,qt2_kt4,gemm_m4,gemm_m2,layer,1485.863,17.8,,
256,2048,qt2_kt4,gemm_m4,gemm_m4,qkv,1057.350,12.7,17295.3,68.8
256,2048,qt2_kt4,gemm_m4,gemm_m4,pack,29.923,0.4,0.0,367.9
256,2048,qt2_kt4,gemm_m4,gemm_m4,idx,4.677,0.1,0.0,0.0
256,2048,qt2_kt4,gemm_m4,gemm_m4,score,35.837,0.4,3745.2,0.0
256,2048,qt2_kt4,gemm_m4,gemm_m4,attn,85.671,1.0,9400.0,0.0
256,2048,qt2_kt4,gemm_m4,gemm_m4,out,302.192,3.6,26648.8,114.5
256,2048,qt2_kt4,gemm_m4,gemm_m4,layer,1515.650,18.2,,
256,2048,qt2_kt4,gemm_m4,gemm_m8,qkv,1055.242,12.7,17329.8,68.9
256,2048,qt2_kt4,gemm_m4,gemm_m8,pack,29.980,0.4,0.0,367.2
256,2048,qt2_kt4,gemm_m4,gemm_m8,idx,4.678,0.1,0.0,0.0
256,2048,qt2_kt4,gemm_m4,gemm_m8,score,36.126,0.4,3715.3,0.0
256,2048,qt2_kt4,gemm_m4,gemm_m8,attn,85.520,1.0,9416.6,0.0
256,2048,qt2_kt4,gemm_m4,gemm_m8,out,319.624,3.8,25195.4,108.3
256,2048,qt2_kt4,gemm_m4,gemm_m8,layer,1531.170,18.4,,
256,2048,qt2_kt4,gemm_m8,gemm_m2,qkv,793.359,9.5,23050.3,91.7
256,2048,qt2_kt4,gemm_m8,gemm_m2,pack,30.358,0.4,0.0,362.7
256,2048,qt2_kt4,gemm_m8,gemm_m2,idx,4.658,0.1,0.0,0.0
256,2048,qt2_kt4,gemm_m8,gemm_m2,score,36.038,0.4,3724.3,0.0
256,2048,qt2_kt4,gemm_m8,gemm_m2,attn,85.402,1.0,9429.6,0.0
256,2048,qt2_kt4,gemm_m8,gemm_m2,out,264.182,3.2,30483.0,131.0
256,2048,qt2_kt4,gemm_m8,gemm_m2,layer,1213.997,14.6,,
256,2048,qt2_kt4,gemm_m8,gemm_m4,qkv,789.135,9.5,23173.7,92.2
256,2048,qt2_kt4,gemm_m8,gemm_m4,pack,30.636,0.4,0.0,359.4
256,2048,qt2_kt4,gemm_m8,gemm_m4,idx,4.703,0.1,0.0,0.0
256,2048,qt2_kt4,gemm_m8,gemm_m4,score,36.300,0.4,3697.5,0.0
256,2048,qt2_kt4,gemm_m8,gemm_m4,attn,85.651,1.0,9402.2,0.0
256,2048,qt2_kt4,gemm_m8,gemm_m4,out,301.824,3.6,26681.3,114.6
256,2048,qt2_kt4,gemm_m8,gemm_m4,layer,1248.249,15.0,,
256,2048,qt2_kt4,gemm_m8,gemm_m8,qkv,795.185,9.5,22997.4,91.5
256,2048,qt2_kt4,gemm_m8,gemm_m8,pack,30.427,0.4,0.0,361.9
256,2048,qt2_kt4,gemm_m8,gemm_m8,idx,4.670,0.1,0.0,0.0
256,2048,qt2_kt4,gemm_m8,gemm_m8,score,35.989,0.4,3729.4,0.0
256,2048,qt2_kt4,gemm_m8,gemm_m8,attn,85.299,1.0,9441.0,0.0
256,2048,qt2_kt4,gemm_m8,gemm_m8,out,311.267,3.7,25871.9,111.2
256,2048,qt2_kt4,gemm_m8,gemm_m8,layer,1262.837,15.2,,
512,2048,qt1_kt2,gemm_m2,gemm_m2,qkv,3097.302,37.2,11808.4,23.9
512,2048,qt1_kt2,gemm_m2,gemm_m2,pack,58.873,0.7,0.0,374.0
512,2048,qt1_kt2,gemm_m2,gemm_m2,idx,6.486,0.1,0.0,0.0
512,2048,qt1_kt2,gemm_m2,gemm_m2,score,63.755,0.8,4210.4,0.0
512,2048,qt1_kt2,gemm_m2,gemm_m2,attn,172.072,2.1,18720.2,0.0
512,2048,qt1_kt2,gemm_m2,gemm_m2,out,514.280,6.2,31317.8,73.4
512,2048,qt1_kt2,gemm_m2,gemm_m2,layer,3912.768,47.0,,
512,2048,qt1_kt2,gemm_m2,gemm_m4,qkv,3123.481,37.5,11709.5,23.7
512,2048,qt1_kt2,gemm_m2,gemm_m4,pack,57.929,0.7,0.0,380.1
512,2048,qt1_kt2,gemm_m2,gemm_m4,idx,6.415,0.1,0.0,0.0
512,2048,qt1_kt2,gemm_m2,gemm_m4,score,64.051,0.8,4191.0,0.0
512,2048,qt1_kt2,gemm_m2,gemm_m4,attn,168.484,2.0,19118.9,0.0
512,2048,qt1_kt2,gemm_m2,gemm_m4,out,459.822,5.5,35026.9,82.1
512,2048,qt1_kt2,gemm_m2,gemm_m4,layer,3880.182,46.6,,
512,2048,qt1_kt2,gemm_m2,gemm_m8,qkv,3099.676,37.2,11799.4,23.9
512,2048,qt1_kt2,gemm_m2,gemm_m8,pack,58.079,0.7,0.0,379.1
512,2048,qt1_kt2,gemm_m2,gemm_m8,idx,6.430,0.1,0.0,0.0
512,2048,qt1_kt2,gemm_m2,gemm_m8,score,64.723,0.8,4147.5,0.0
512,2048,qt1_kt2,gemm_m2,gemm_m8,attn,169.452,2.0,19009.7,0.0
512,2048,qt1_kt2,gemm_m2,gemm_m8,out,514.754,6.2,31289.0,73.3
512,2048,qt1_kt2,gemm_m2,gemm_m8,layer,3913.114,47.0,,
512,2048,qt1_kt2,gemm_m4,gemm_m2,qkv,2004.618,24.1,18245.0,36.9
512,2048,qt1_kt2,gemm_m4,gemm_m2,pack,57.425,0.7,0.0,383.5
512,2048,qt1_kt2,gemm_m4,gemm_m2,idx,6.349,0.1,0.0,0.0
512,2048,qt1_kt2,gemm_m4,gemm_m2,score,64.621,0.8,4154.0,0.0
512,2048,qt1_kt2,gemm_m4,gemm_m2,attn,167.188,2.0,19267.1,0.0
512,2048,qt1_kt2,gemm_m4,gemm_m2,out,503.564,6.0,31984.3,75.0
512,2048,qt1_kt2,gemm_m4,gemm_m2,layer,2803.765,33.6,,
512,2048,qt1_kt2,gemm_m4,gemm_m4,qkv,2000.467,24.0,18282.9,37.0
512,2048,qt1_kt2,gemm_m4,gemm_m4,pack,59.044,0.7,0.0,372.9
512,2048,qt1_kt2,gemm_m4,gemm_m4,idx,6.463,0.1,0.0,0.0
512,2048,qt1_kt2,gemm_m4,gemm_m4,score,64.246,0.8,4178.2,0.0
512,2048,qt1_kt2,gemm_m4,gemm_m4,attn,169.233,2.0,19034.3,0.0
512,2048,qt1_kt2,gemm_m4,gemm_m4,out,468.578,5.6,34372.4,80.6
512,2048,qt1_kt2,gemm_m4,gemm_m4,layer,2768.031,33.2,,
512,2048,qt1_kt2,gemm_m4,gemm_m8,qkv,2012.615,24.2,18172.5,36.8
