tokens,cells,attn_kernel,gemm_kernel,out_kernel,dispatch,us_per_layer,us_per_graph,gflops,gbps
512,2048,qt1_kt2,gemm_m4,gemm_m8,pack,57.449,0.7,0.0,383.3
512,2048,qt1_kt2,gemm_m4,gemm_m8,idx,6.344,0.1,0.0,0.0
512,2048,qt1_kt2,gemm_m4,gemm_m8,score,64.848,0.8,4139.5,0.0
512,2048,qt1_kt2,gemm_m4,gemm_m8,attn,168.104,2.0,19162.1,0.0
512,2048,qt1_kt2,gemm_m4,gemm_m8,out,516.184,6.2,31202.3,73.1
512,2048,qt1_kt2,gemm_m4,gemm_m8,layer,2825.544,33.9,,
512,2048,qt1_kt2,gemm_m8,gemm_m2,qkv,1516.790,18.2,24113.0,48.8
512,2048,qt1_kt2,gemm_m8,gemm_m2,pack,59.160,0.7,0.0,372.2
512,2048,qt1_kt2,gemm_m8,gemm_m2,idx,6.419,0.1,0.0,0.0
512,2048,qt1_kt2,gemm_m8,gemm_m2,score,64.460,0.8,4164.4,0.0
512,2048,qt1_kt2,gemm_m8,gemm_m2,attn,170.988,2.1,18838.9,0.0
512,2048,qt1_kt2,gemm_m8,gemm_m2,out,508.096,6.1,31699.0,74.3
512,2048,qt1_kt2,gemm_m8,gemm_m2,layer,2325.913,27.9,,
512,2048,qt1_kt2,gemm_m8,gemm_m4,qkv,1516.070,18.2,24124.4,48.8
512,2048,qt1_kt2,gemm_m8,gemm_m4,pack,58.077,0.7,0.0,379.2
512,2048,qt1_kt2,gemm_m8,gemm_m4,idx,6.385,0.1,0.0,0.0
512,2048,qt1_kt2,gemm_m8,gemm_m4,score,64.019,0.8,4193.1,0.0
512,2048,qt1_kt2,gemm_m8,gemm_m4,attn,169.900,2.0,18959.5,0.0
512,2048,qt1_kt2,gemm_m8,gemm_m4,out,466.361,5.6,34535.8,80.9
512,2048,qt1_kt2,gemm_m8,gemm_m4,layer,2280.812,27.4,,
512,2048,qt1_kt2,gemm_m8,gemm_m8,qkv,1523.060,18.3,24013.7,48.6
512,2048,qt1_kt2,gemm_m8,gemm_m8,pack,57.497,0.7,0.0,383.0
512,2048,qt1_kt2,gemm_m8,gemm_m8,idx,6.355,0.1,0.0,0.0
512,2048,qt1_kt2,gemm_m8,gemm_m8,score,64.858,0.8,4138.8,0.0
512,2048,qt1_kt2,gemm_m8,gemm_m8,attn,169.201,2.0,19037.9,0.0
512,2048,qt1_kt2,gemm_m8,gemm_m8,out,518.782,6.2,31046.0,72.8
512,2048,qt1_kt2,gemm_m8,gemm_m8,layer,2339.753,28.1,,
512,2048,qt1_kt4,gemm_m2,gemm_m2,qkv,3156.847,37.9,11585.7,23.5
512,2048,qt1_kt4,gemm_m2,gemm_m2,pack,58.889,0.7,0.0,373.9
512,2048,qt1_kt4,gemm_m2,gemm_m2,idx,6.438,0.1,0.0,0.0
512,2048,qt1_kt4,gemm_m2,gemm_m2,score,64.125,0.8,4186.1,0.0
512,2048,qt1_kt4,gemm_m2,gemm_m2,attn,221.987,2.7,14510.9,0.0
512,2048,qt1_kt4,gemm_m2,gemm_m2,out,509.350,6.1,31620.9,74.1
512,2048,qt1_kt4,gemm_m2,gemm_m2,layer,4017.636,48.2,,
512,2048,qt1_kt4,gemm_m2,gemm_m4,qkv,3144.998,37.7,11629.4,23.5
512,2048,qt1_kt4,gemm_m2,gemm_m4,pack,58.867,0.7,0.0,374.1
512,2048,qt1_kt4,gemm_m2,gemm_m4,idx,6.414,0.1,0.0,0.0
512,2048,qt1_kt4,gemm_m2,gemm_m4,score,64.285,0.8,4175.7,0.0
512,2048,qt1_kt4,gemm_m2,gemm_m4,attn,221.403,2.7,14549.2,0.0
512,2048,qt1_kt4,gemm_m2,gemm_m4,out,448.961,5.4,35874.2,84.1
512,2048,qt1_kt4,gemm_m2,gemm_m4,layer,3944.928,47.3,,
512,2048,qt1_kt4,gemm_m2,gemm_m8,qkv,3133.597,37.6,11671.7,23.6
512,2048,qt1_kt4,gemm_m2,gemm_m8,pack,58.394,0.7,0.0,377.1
512,2048,qt1_kt4,gemm_m2,gemm_m8,idx,6.393,0.1,0.0,0.0
512,2048,qt1_kt4,gemm_m2,gemm_m8,score,64.337,0.8,4172.3,0.0
512,2048,qt1_kt4,gemm_m2,gemm_m8,attn,222.000,2.7,14510.0,0.0
512,2048,qt1_kt4,gemm_m2,gemm_m8,out,522.154,6.3,30845.6,72.3
512,2048,qt1_kt4,gemm_m2,gemm_m8,layer,4006.875,48.1,,
512,2048,qt1_kt4,gemm_m4,gemm_m2,qkv,2009.959,24.1,18196.6,36.8
512,2048,qt1_kt4,gemm_m4,gemm_m2,pack,58.463,0.7,0.0,376.7
512,2048,qt1_kt4,gemm_m4,gemm_m2,idx,6.344,0.1,0.0,0.0
512,2048,qt1_kt4,gemm_m4,gemm_m2,score,64.434,0.8,4166.1,0.0
512,2048,qt1_kt4,gemm_m4,gemm_m2,attn,223.143,2.7,14435.7,0.0
512,2048,qt1_kt4,gemm_m4,gemm_m2,out,509.680,6.1,31600.5,74.1
512,2048,qt1_kt4,gemm_m4,gemm_m2,layer,2872.023,34.5,,
512,2048,qt1_kt4,gemm_m4,gemm_m4,qkv,2014.944,24.2,18151.5,36.8
512,2048,qt1_kt4,gemm_m4,gemm_m4,pack,58.075,0.7,0.0,379.2
512,2048,qt1_kt4,gemm_m4,gemm_m4,idx,6.406,0.1,0.0,0.0
512,2048,qt1_kt4,gemm_m4,gemm_m4,score,64.367,0.8,4170.4,0.0
512,2048,qt1_kt4,gemm_m4,gemm_m4,attn,221.571,2.7,14538.1,0.0
512,2048,qt1_kt4,gemm_m4,gemm_m4,out,461.824,5.5,34875.0,81.7
512,2048,qt1_kt4,gemm_m4,gemm_m4,layer,2827.187,33.9,,
512,2048,qt1_kt4,gemm_m4,gemm_m8,qkv,2018.364,24.2,18120.8,36.7
512,2048,qt1_kt4,gemm_m4,gemm_m8,pack,58.506,0.7,0.0,376.4
512,2048,qt1_kt4,gemm_m4,gemm_m8,idx,6.369,0.1,0.0,0.0
512,2048,qt1_kt4,gemm_m4,gemm_m8,score,64.168,0.8,4183.3,0.0
512,2048,qt1_kt4,gemm_m4,gemm_m8,attn,223.620,2.7,14404.9,0.0
512,2048,qt1_kt4,gemm_m4,gemm_m8,out,519.281,6.2,31016.2,72.7
512,2048,qt1_kt4,gemm_m4,gemm_m8,layer,2890.308,34.7,,
512,2048,qt1_kt4,gemm_m8,gemm_m2,qkv,1517.627,18.2,24099.7,48.8
512,2048,qt1_kt4,gemm_m8,gemm_m2,pack,58.305,0.7,0.0,377.7
512,2048,qt1_kt4,gemm_m8,gemm_m2,idx,6.392,0.1,0.0,0.0
512,2048,qt1_kt4,gemm_m8,gemm_m2,score,64.500,0.8,4161.8,0.0
512,2048,qt1_kt4,gemm_m8,gemm_m2,attn,223.107,2.7,14438.0,0.0
512,2048,qt1_kt4,gemm_m8,gemm_m2,out,506.448,6.1,31802.1,74.5
512,2048,qt1_kt4,gemm_m8,gemm_m2,layer,2376.379,28.5,,
512,2048,qt1_kt4,gemm_m8,gemm_m4,qkv,1519.251,18.2,24073.9,48.7
512,2048,qt1_kt4,gemm_m8,gemm_m4,pack,58.658,0.7,0.0,375.4
512,2048,qt1_kt4,gemm_m8,gemm_m4,idx,6.463,0.1,0.0,0.0
512,2048,qt1_kt4,gemm_m8,gemm_m4,score,64.678,0.8,4150.3,0.0
512,2048,qt1_kt4,gemm_m8,gemm_m4,attn,223.406,2.7,14418.7,0.0
512,2048,qt1_kt4,gemm_m8,gemm_m4,out,461.389,5.5,34907.9,81.8
512,2048,qt1_kt4,gemm_m8,gemm_m4,layer,2333.845,28.0,,
512,2048,qt1_kt4,gemm_m8,gemm_m8,qkv,1518.225,18.2,24090.2,48.8
512,2048,qt1_kt4,gemm_m8,gemm_m8,pack,57.416,0.7,0.0,383.5
512,2048,qt1_kt4,gemm_m8,gemm_m8,idx,6.388,0.1,0.0,0.0
512,2048,qt1_kt4,gemm_m8,gemm_m8,score,64.443,0.8,4165.5,0.0
512,2048,qt1_kt4,gemm_m8,gemm_m8,attn,222.436,2.7,14481.6,0.0
512,2048,qt1_kt4,gemm_m8,gemm_m8,out,514.588,6.2,31299.1,73.4
512,2048,qt1_kt4,gemm_m8,gemm_m8,layer,2383.496,28.6,,
512,2048,qt2_kt4,gemm_m2,gemm_m2,qkv,3206.618,38.5,11405.9,23.1
512,2048,qt2_kt4,gemm_m2,gemm_m2,pack,58.560,0.7,0.0,376.0
512,2048,qt2_kt4,gemm_m2,gemm_m2,idx,6.401,0.1,0.0,0.0
512,2048,qt2_kt4,gemm_m2,gemm_m2,score,64.011,0.8,4193.6,0.0
512,2048,qt2_kt4,gemm_m2,gemm_m2,attn,243.060,2.9,13252.8,0.0
512,2048,qt2_kt4,gemm_m2,gemm_m2,out,479.711,5.8,33574.6,78.7
512,2048,qt2_kt4,gemm_m2,gemm_m2,layer,4058.361,48.7,,
512,2048,qt2_kt4,gemm_m2,gemm_m4,qkv,3163.639,38.0,11560.8,23.4
512,2048,qt2_kt4,gemm_m2,gemm_m4,pack,58.818,0.7,0.0,374.4
512,2048,qt2_kt4,gemm_m2,gemm_m4,idx,6.444,0.1,0.0,0.0
512,2048,qt2_kt4,gemm_m2,gemm_m4,score,64.509,0.8,4161.2,0.0
512,2048,qt2_kt4,gemm_m2,gemm_m4,attn,240.125,2.9,13414.8,0.0
512,2048,qt2_kt4,gemm_m2,gemm_m4,out,440.368,5.3,36574.2,85.7
512,2048,qt2_kt4,gemm_m2,gemm_m4,layer,3973.903,47.7,,
512,2048,qt2_kt4,gemm_m2,gemm_m8,qkv,3074.037,36.9,11897.8,24.1
512,2048,qt2_kt4,gemm_m2,gemm_m8,pack,58.453,0.7,0.0,376.7
512,2048,qt2_kt4,gemm_m2,gemm_m8,idx,6.354,0.1,0.0,0.0
512,2048,qt2_kt4,gemm_m2,gemm_m8,score,65.129,0.8,4121.6,0.0
512,2048,qt2_kt4,gemm_m2,gemm_m8,attn,240.191,2.9,13411.1,0.0
512,2048,qt2_kt4,gemm_m2,gemm_m8,out,515.842,6.2,31223.0,73.2
512,2048,qt2_kt4,gemm_m2,gemm_m8,layer,3960.006,47.5,,
512,2048,qt2_kt4,gemm_m4,gemm_m2,qkv,1997.018,24.0,18314.5,37.1
512,2048,qt2_kt4,gemm_m4,gemm_m2,pack,57.595,0.7,0.0,382.3
512,2048,qt2_kt4,gemm_m4,gemm_m2,idx,6.395,0.1,0.0,0.0
512,2048,qt2_kt4,gemm_m4,gemm_m2,score,65.066,0.8,4125.6,0.0
512,2048,qt2_kt4,gemm_m4,gemm_m2,attn,240.446,2.9,13396.9,0.0
512,2048,qt2_kt4,gemm_m4,gemm_m2,out,475.911,5.7,33842.7,79.3
512,2048,qt2_kt4,gemm_m4,gemm_m2,layer,2842.431,34.1,,
512,2048,qt2_kt4,gemm_m4,gemm_m4,qkv,2012.851,24.2,18170.4,36.8
512,2048,qt2_kt4,gemm_m4,gemm_m4,pack,59.209,0.7,0.0,371.9
512,2048,qt2_kt4,gemm_m4,gemm_m4,idx,6.450,0.1,0.0,0.0
512,2048,qt2_kt4,gemm_m4,gemm_m4,score,64.658,0.8,4151.6,0.0
512,2048,qt2_kt4,gemm_m4,gemm_m4,attn,243.566,2.9,13225.3,0.0
512,2048,qt2_kt4,gemm_m4,gemm_m4,out,442.343,5.3,36410.9,85.3
512,2048,qt2_kt4,gemm_m4,gemm_m4,layer,2829.077,33.9,,
512,2048,qt2_kt4,gemm_m4,gemm_m8,qkv,2014.789,24.2,18152.9,36.8
512,2048,qt2_kt4,gemm_m4,gemm_m8,pack,59.229,0.7,0.0,371.8
512,2048,qt2_kt4,gemm_m4,gemm_m8,idx,6.418,0.1,0.0,0.0
512,2048,qt2_kt4,gemm_m4,gemm_m8,score,65.052,0.8,4126.5,0.0
512,2048,qt2_kt4,gemm_m4,gemm_m8,attn,242.914,2.9,13260.8,0.0
512,2048,qt2_kt4,gemm_m4,gemm_m8,out,515.484,6.2,31244.7,73.2
512,2048,qt2_kt4,gemm_m4,gemm_m8,layer,2903.886,34.8,,
512,2048,qt2_kt4,gemm_m8,gemm_m2,qkv,1514.265,18.2,24153.2,48.9
512,2048,qt2_kt4,gemm_m8,gemm_m2,pack,58.303,0.7,0.0,377.7
512,2048,qt2_kt4,gemm_m8,gemm_m2,idx,6.400,0.1,0.0,0.0
512,2048,qt2_kt4,gemm_m8,gemm_m2,score,64.785,0.8,4143.5,0.0
512,2048,qt2_kt4,gemm_m8,gemm_m2,attn,241.120,2.9,13359.4,0.0
512,2048,qt2_kt4,gemm_m8,gemm_m2,out,482.351,5.8,33390.9,78.3
512,2048,qt2_kt4,gemm_m8,gemm_m2,layer,2367.224,28.4,,
512,2048,qt2_kt4,gemm_m8,gemm_m4,qkv,1510.318,18.1,24216.3,49.0
512,2048,qt2_kt4,gemm_m8,gemm_m4,pack,57.375,0.7,0.0,383.8
512,2048,qt2_kt4,gemm_m8,gemm_m4,idx,6.319,0.1,0.0,0.0
512,2048,qt2_kt4,gemm_m8,gemm_m4,score,64.823,0.8,4141.1,0.0
512,2048,qt2_kt4,gemm_m8,gemm_m4,attn,241.133,2.9,13358.7,0.0
512,2048,qt2_kt4,gemm_m8,gemm_m4,out,449.563,5.4,35826.2,84.0
512,2048,qt2_kt4,gemm_m8,gemm_m4,layer,2329.531,28.0,,
512,2048,qt2_kt4,gemm_m8,gemm_m8,qkv,1515.918,18.2,24126.9,48.9
512,2048,qt2_kt4,gemm_m8,gemm_m8,pack,59.539,0.7,0.0,369.8
512,2048,qt2_kt4,gemm_m8,gemm_m8,idx,6.368,0.1,0.0,0.0
512,2048,qt2_kt4,gemm_m8,gemm_m8,score,64.107,0.8,4187.3,0.0
512,2048,qt2_kt4,gemm_m8,gemm_m8,attn,243.082,2.9,13251.6,0.0
512,2048,qt2_kt4,gemm_m8,gemm_m8,out,518.752,6.2,31047.8,72.8
512,2048,qt2_kt4,gemm_m8,gemm_m8,layer,2407.766,28.9,,
1024,2048,qt1_kt2,gemm_m2,gemm_m2,qkv,8270.804,99.2,8844.2,9.3
1024,2048,qt1_kt2,gemm_m2,gemm_m2,pack,256.257,3.1,0.0,171.9
1024,2048,qt1_kt2,gemm_m2,gemm_m2,idx,10.858,0.1,0.0,0.0
1024,2048,qt1_kt2,gemm_m2,gemm_m2,score,115.854,1.4,4634.0,0.0
1024,2048,qt1_kt2,gemm_m2,gemm_m2,attn,644.781,7.7,19983.4,0.0
1024,2048,qt1_kt2,gemm_m2,gemm_m2,out,1021.487,12.3,31534.7,43.1
1024,2048,qt1_kt2,gemm_m2,gemm_m2,layer,10320.041,123.8,,
1024,2048,qt1_kt2,gemm_m2,gemm_m4,qkv,8365.766,100.4,8743.8,9.2
1024,2048,qt1_kt2,gemm_m2,gemm_m4,pack,257.082,3.1,0.0,171.3
1024,2048,qt1_kt2,gemm_m2,gemm_m4,idx,10.793,0.1,0.0,0.0
1024,2048,qt1_kt2,gemm_m2,gemm_m4,score,114.305,1.4,4696.8,0.0
1024,2048,qt1_kt2,gemm_m2,gemm_m4,attn,668.109,8.0,19285.6,0.0
1024,2048,qt1_kt2,gemm_m2,gemm_m4,out,984.383,11.8,32723.3,44.7
1024,2048,qt1_kt2,gemm_m2,gemm_m4,layer,10400.438,124.8,,
1024,2048,qt1_kt2,gemm_m2,gemm_m8,qkv,8301.289,99.6,8811.7,9.2
1024,2048,qt1_kt2,gemm_m2,gemm_m8,pack,255.336,3.1,0.0,172.5
1024,2048,qt1_kt2,gemm_m2,gemm_m8,idx,10.822,0.1,0.0,0.0
1024,2048,qt1_kt2,gemm_m2,gemm_m8,score,114.592,1.4,4685.1,0.0
1024,2048,qt1_kt2,gemm_m2,gemm_m8,attn,650.261,7.8,19815.0,0.0
1024,2048,qt1_kt2,gemm_m2,gemm_m8,out,894.958,10.7,35993.0,49.2
1024,2048,qt1_kt2,gemm_m2,gemm_m8,layer,10227.258,122.7,,
1024,2048,qt1_kt2,gemm_m4,gemm_m2,qkv,4155.925,49.9,17601.1,18.5
1024,2048,qt1_kt2,gemm_m4,gemm_m2,pack,258.847,3.1,0.0,170.1
1024,2048,qt1_kt2,gemm_m4,gemm_m2,idx,10.787,0.1,0.0,0.0
1024,2048,qt1_kt2,gemm_m4,gemm_m2,score,114.699,1.4,4680.7,0.0
1024,2048,qt1_kt2,gemm_m4,gemm_m2,attn,655.894,7.9,19644.8,0.0
1024,2048,qt1_kt2,gemm_m4,gemm_m2,out,1015.929,12.2,31707.2,43.3
1024,2048,qt1_kt2,gemm_m4,gemm_m2,layer,6212.081,74.5,,
1024,2048,qt1_kt2,gemm_m4,gemm_m4,qkv,4242.291,50.9,17242.7,18.1
1024,2048,qt1_kt2,gemm_m4,gemm_m4,pack,259.285,3.1,0.0,169.9
1024,2048,qt1_kt2,gemm_m4,gemm_m4,idx,10.750,0.1,0.0,0.0
1024,2048,qt1_kt2,gemm_m4,gemm_m4,score,114.813,1.4,4676.0,0.0
1024,2048,qt1_kt2,gemm_m4,gemm_m4,attn,662.341,7.9,19453.6,0.0
1024,2048,qt1_kt2,gemm_m4,gemm_m4,out,965.981,11.6,33346.7,45.6
1024,2048,qt1_kt2,gemm_m4,gemm_m4,layer,6255.461,75.1,,
1024,2048,qt1_kt2,gemm_m4,gemm_m8,qkv,4199.610,50.4,17418.0,18.3
1024,2048,qt1_kt2,gemm_m4,gemm_m8,pack,256.626,3.1,0.0,171.6
1024,2048,qt1_kt2,gemm_m4,gemm_m8,idx,10.780,0.1,0.0,0.0
1024,2048,qt1_kt2,gemm_m4,gemm_m8,score,114.749,1.4,4678.7,0.0
1024,2048,qt1_kt2,gemm_m4,gemm_m8,attn,664.135,8.0,19401.0,0.0
1024,2048,qt1_kt2,gemm_m4,gemm_m8,out,864.550,10.4,37259.0,50.9
1024,2048,qt1_kt2,gemm_m4,gemm_m8,layer,6110.450,73.3,,
1024,2048,qt1_kt2,gemm_m8,gemm_m2,qkv,3030.555,36.4,24137.1,25.3
1024,2048,qt1_kt2,gemm_m8,gemm_m2,pack,253.651,3.0,0.0,173.6
1024,2048,qt1_kt2,gemm_m8,gemm_m2,idx,10.858,0.1,0.0,0.0
1024,2048,qt1_kt2,gemm_m8,gemm_m2,score,115.967,1.4,4629.5,0.0
1024,2048,qt1_kt2,gemm_m8,gemm_m2,attn,646.506,7.8,19930.1,0.0
1024,2048,qt1_kt2,gemm_m8,gemm_m2,out,1023.197,12.3,31482.0,43.0
1024,2048,qt1_kt2,gemm_m8,gemm_m2,layer,5080.734,61.0,,
1024,2048,qt1_kt2,gemm_m8,gemm_m4,qkv,3025.526,36.3,24177.2,25.3
1024,2048,qt1_kt2,gemm_m8,gemm_m4,pack,254.538,3.1,0.0,173.0
1024,2048,qt1_kt2,gemm_m8,gemm_m4,idx,10.876,0.1,0.0,0.0
1024,2048,qt1_kt2,gemm_m8,gemm_m4,score,115.647,1.4,4642.3,0.0
1024,2048,qt1_kt2,gemm_m8,gemm_m4,attn,639.043,7.7,20162.8,0.0
1024,2048,qt1_kt2,gemm_m8,gemm_m4,out,967.187,11.6,33305.1,45.5
1024,2048,qt1_kt2,gemm_m8,gemm_m4,layer,5012.817,60.2,,
1024,2048,qt1_kt2,gemm_m8,gemm_m8,qkv,3024.293,36.3,24187.0,25.4
1024,2048,qt1_kt2,gemm_m8,gemm_m8,pack,257.296,3.1,0.0,171.2
1024,2048,qt1_kt2,gemm_m8,gemm_m8,idx,10.846,0.1,0.0,0.0
1024,2048,qt1_kt2,gemm_m8,gemm_m8,score,114.970,1.4,4669.7,0.0
1024,2048,qt1_kt2,gemm_m8,gemm_m8,attn,657.857,7.9,19586.2,0.0
1024,2048,qt1_kt2,gemm_m8,gemm_m8,out,875.133,10.5,36808.4,50.3
1024,2048,qt1_kt2,gemm_m8,gemm_m8,layer,4940.395,59.3,,
1024,2048,qt1_kt4,gemm_m2,gemm_m2,qkv,8289.076,99.5,8824.7,9.3
1024,2048,qt1_kt4,gemm_m2,gemm_m2,pack,258.905,3.1,0.0,170.1
1024,2048,qt1_kt4,gemm_m2,gemm_m2,idx,10.774,0.1,0.0,0.0
1024,2048,qt1_kt4,gemm_m2,gemm_m2,score,114.698,1.4,4680.7,0.0
1024,2048,qt1_kt4,gemm_m2,gemm_m2,attn,816.219,9.8,15786.1,0.0
1024,2048,qt1_kt4,gemm_m2,gemm_m2,out,1031.178,12.4,31238.3,42.7
1024,2048,qt1_kt4,gemm_m2,gemm_m2,layer,10520.850,126.3,,
1024,2048,qt1_kt4,gemm_m2,gemm_m4,qkv,8359.768,100.3,8750.1,9.2
1024,2048,qt1_kt4,gemm_m2,gemm_m4,pack,258.261,3.1,0.0,170.5
1024,2048,qt1_kt4,gemm_m2,gemm_m4,idx,10.811,0.1,0.0,0.0
1024,2048,qt1_kt4,gemm_m2,gemm_m4,score,115.020,1.4,4667.6,0.0
1024,2048,qt1_kt4,gemm_m2,gemm_m4,attn,812.873,9.8,15851.1,0.0
1024,2048,qt1_kt4,gemm_m2,gemm_m4,out,959.286,11.5,33579.4,45.9
1024,2048,qt1_kt4,gemm_m2,gemm_m4,layer,10516.019,126.2,,
1024,2048,qt1_kt4,gemm_m2,gemm_m8,qkv,8289.572,99.5,8824.2,9.2
1024,2048,qt1_kt4,gemm_m2,gemm_m8,pack,257.324,3.1,0.0,171.1
1024,2048,qt1_kt4,gemm_m2,gemm_m8,idx,10.739,0.1,0.0,0.0
1024,2048,qt1_kt4,gemm_m2,gemm_m8,score,114.154,1.4,4703.0,0.0
1024,2048,qt1_kt4,gemm_m2,gemm_m8,attn,811.063,9.7,15886.4,0.0
1024,2048,qt1_kt4,gemm_m2,gemm_m8,out,854.838,10.3,37682.3,51.5
1024,2048,qt1_kt4,gemm_m2,gemm_m8,layer,10337.690,124.1,,
1024,2048,qt1_kt4,gemm_m4,gemm_m2,qkv,4264.213,51.2,17154.1,18.0
1024,2048,qt1_kt4,gemm_m4,gemm_m2,pack,258.553,3.1,0.0,170.3
1024,2048,qt1_kt4,gemm_m4,gemm_m2,idx,10.890,0.1,0.0,0.0
1024,2048,qt1_kt4,gemm_m4,gemm_m2,score,115.041,1.4,4666.8,0.0
1024,2048,qt1_kt4,gemm_m4,gemm_m2,attn,810.518,9.7,15897.1,0.0
1024,2048,qt1_kt4,gemm_m4,gemm_m2,out,1038.004,12.5,31032.9,42.4
1024,2048,qt1_kt4,gemm_m4,gemm_m2,layer,6497.219,78.0,,
1024,2048,qt1_kt4,gemm_m4,gemm_m4,qkv,4214.834,50.6,17355.1,18.2
1024,2048,qt1_kt4,gemm_m4,gemm_m4,pack,257.539,3.1,0.0,171.0
1024,2048,qt1_kt4,gemm_m4,gemm_m4,idx,10.793,0.1,0.0,0.0
1024,2048,qt1_kt4,gemm_m4,gemm_m4,score,115.165,1.4,4661.8,0.0
1024,2048,qt1_kt4,gemm_m4,gemm_m4,attn,810.842,9.7,15890.8,0.0
1024,2048,qt1_kt4,gemm_m4,gemm_m4,out,1008.945,12.1,31926.7,43.6
1024,2048,qt1_kt4,gemm_m4,gemm_m4,layer,6418.118,77.0,,
1024,2048,qt1_kt4,gemm_m4,gemm_m8,qkv,4118.957,49.4,17759.0,18.6
1024,2048,qt1_kt4,gemm_m4,gemm_m8,pack,258.450,3.1,0.0,170.4
1024,2048,qt1_kt4,gemm_m4,gemm_m8,idx,10.881,0.1,0.0,0.0
1024,2048,qt1_kt4,gemm_m4,gemm_m8,score,114.836,1.4,4675.1,0.0
1024,2048,qt1_kt4,gemm_m4,gemm_m8,attn,817.289,9.8,15765.4,0.0
1024,2048,qt1_kt4,gemm_m4,gemm_m8,out,860.361,10.3,37440.4,51.2
1024,2048,qt1_kt4,gemm_m4,gemm_m8,layer,6180.774,74.2,,
1024,2048,qt1_kt4,gemm_m8,gemm_m2,qkv,3027.831,36.3,24158.8,25.3
1024,2048,qt1_kt4,gemm_m8,gemm_m2,pack,256.366,3.1,0.0,171.8
1024,2048,qt1_kt4,gemm_m8,gemm_m2,idx,10.856,0.1,0.0,0.0
1024,2048,qt1_kt4,gemm_m8,gemm_m2,score,115.954,1.4,4630.0,0.0
1024,2048,qt1_kt4,gemm_m8,gemm_m2,attn,809.643,9.7,15914.3,0.0
1024,2048,qt1_kt4,gemm_m8,gemm_m2,out,1017.188,12.2,31667.9,43.3
1024,2048,qt1_kt4,gemm_m8,gemm_m2,layer,5237.838,62.9,,
1024,2048,qt1_kt4,gemm_m8,gemm_m4,qkv,3033.005,36.4,24117.6,25.3
1024,2048,qt1_kt4,gemm_m8,gemm_m4,pack,256.847,3.1,0.0,171.5
1024,2048,qt1_kt4,gemm_m8,gemm_m4,idx,10.838,0.1,0.0,0.0
1024,2048,qt1_kt4,gemm_m8,gemm_m4,score,115.636,1.4,4642.8,0.0
1024,2048,qt1_kt4,gemm_m8,gemm_m4,attn,817.114,9.8,15768.8,0.0
1024,2048,qt1_kt4,gemm_m8,gemm_m4,out,988.673,11.9,32581.3,44.5
1024,2048,qt1_kt4,gemm_m8,gemm_m4,layer,5222.113,62.7,,
1024,2048,qt1_kt4,gemm_m8,gemm_m8,qkv,3028.819,36.3,24150.9,25.3
1024,2048,qt1_kt4,gemm_m8,gemm_m8,pack,257.241,3.1,0.0,171.2
1024,2048,qt1_kt4,gemm_m8,gemm_m8,idx,10.872,0.1,0.0,0.0
1024,2048,qt1_kt4,gemm_m8,gemm_m8,score,115.488,1.4,4648.7,0.0
1024,2048,qt1_kt4,gemm_m8,gemm_m8,attn,849.744,10.2,15163.3,0.0
1024,2048,qt1_kt4,gemm_m8,gemm_m8,out,900.079,10.8,35788.3,48.9
1024,2048,qt1_kt4,gemm_m8,gemm_m8,layer,5162.243,61.9,,
1024,2048,qt2_kt4,gemm_m2,gemm_m2,qkv,8368.431,100.4,8741.0,9.2
1024,2048,qt2_kt4,gemm_m2,gemm_m2,pack,257.534,3.1,0.0,171.0
1024,2048,qt2_kt4,gemm_m2,gemm_m2,idx,10.855,0.1,0.0,0.0
1024,2048,qt2_kt4,gemm_m2,gemm_m2,score,115.145,1.4,4662.6,0.0
1024,2048,qt2_kt4,gemm_m2,gemm_m2,attn,749.149,9.0,17199.4,0.0
1024,2048,qt2_kt4,gemm_m2,gemm_m2,out,1012.742,12.2,31807.0,43.5
1024,2048,qt2_kt4,gemm_m2,gemm_m2,layer,10513.856,126.2,,
1024,2048,qt2_kt4,gemm_m2,gemm_m4,qkv,8378.830,100.5,8730.2,9.2
1024,2048,qt2_kt4,gemm_m2,gemm_m4,pack,257.511,3.1,0.0,171.0
1024,2048,qt2_kt4,gemm_m2,gemm_m4,idx,10.756,0.1,0.0,0.0
1024,2048,qt2_kt4,gemm_m2,gemm_m4,score,115.535,1.4,4646.8,0.0
1024,2048,qt2_kt4,gemm_m2,gemm_m4,attn,750.773,9.0,17162.2,0.0
1024,2048,qt2_kt4,gemm_m2,gemm_m4,out,967.602,11.6,33290.8,45.5
1024,2048,qt2_kt4,gemm_m2,gemm_m4,layer,10481.007,125.8,,
1024,2048,qt2_kt4,gemm_m2,gemm_m8,qkv,8396.959,100.8,8711.3,9.1
1024,2048,qt2_kt4,gemm_m2,gemm_m8,pack,257.681,3.1,0.0,170.9
1024,2048,qt2_kt4,gemm_m2,gemm_m8,idx,10.750,0.1,0.0,0.0
1024,2048,qt2_kt4,gemm_m2,gemm_m8,score,115.903,1.4,4632.1,0.0
1024,2048,qt2_kt4,gemm_m2,gemm_m8,attn,749.239,9.0,17197.3,0.0
1024,2048,qt2_kt4,gemm_m2,gemm_m8,out,853.796,10.2,37728.3,51.6
1024,2048,qt2_kt4,gemm_m2,gemm_m8,layer,10384.328,124.6,,
