chunk,tokens,nll,ppl,stderr,seconds
61,62403,1.345433,3.8398,0.0328,2.68
62,63426,1.353843,3.8723,0.0328,2.63
63,64449,1.364244,3.9128,0.0330,2.64
64,65472,1.375751,3.9580,0.0333,2.67
65,66495,1.371716,3.9421,0.0329,2.67
66,67518,1.379667,3.9736,0.0330,2.63
67,68541,1.381585,3.9812,0.0328,2.65
68,69564,1.380577,3.9772,0.0325,2.63
69,70587,1.382887,3.9864,0.0323,2.67
70,71610,1.385051,3.9950,0.0322,2.69
71,72633,1.381061,3.9791,0.0318,2.69
72,73656,1.383156,3.9875,0.0317,2.68
73,74679,1.390927,4.0186,0.0318,2.65
74,75702,1.398297,4.0483,0.0319,2.65
75,76725,1.400454,4.0570,0.0317,2.66
76,77748,1.404011,4.0715,0.0316,2.65
77,78771,1.407403,4.0853,0.0315,2.64
78,79794,1.407437,4.0855,0.0313,2.62
79,80817,1.414051,4.1126,0.0314,2.69
80,81840,1.407023,4.0838,0.0309,2.70
81,82863,1.400099,4.0556,0.0304,2.66
82,83886,1.391816,4.0221,0.0299,2.64
83,84909,1.385381,3.9963,0.0295,2.64
84,85932,1.377421,3.9647,0.0290,2.66
85,86955,1.373710,3.9500,0.0287,2.70
86,87978,1.377666,3.9656,0.0286,2.68
87,89001,1.376278,3.9601,0.0284,2.65
88,90024,1.377069,3.9633,0.0282,2.67
89,91047,1.382058,3.9831,0.0283,2.70
90,92070,1.383532,3.9890,0.0282,2.68
91,93093,1.392010,4.0229,0.0283,2.69
92,94116,1.399240,4.0521,0.0285,2.65
93,95139,1.404632,4.0740,0.0285,2.68
94,96162,1.408020,4.0879,0.0285,2.67
95,97185,1.414725,4.1154,0.0286,2.66
96,98208,1.423583,4.1520,0.0288,2.67
97,99231,1.431786,4.1862,0.0289,2.68
98,100254,1.430963,4.1827,0.0288,2.69
99,101277,1.434341,4.1969,0.0287,2.67
100,102300,1.436505,4.2060,0.0287,2.67
101,103323,1.428063,4.1706,0.0282,2.69
102,104346,1.421349,4.1427,0.0278,2.64
103,105369,1.413995,4.1124,0.0274,2.69
104,106392,1.411003,4.1001,0.0272,2.65
105,107415,1.403935,4.0712,0.0268,2.64
106,108438,1.401722,4.0622,0.0266,2.68
107,109461,1.404335,4.0728,0.0266,2.66
108,110484,1.403714,4.0703,0.0265,2.71
109,111507,1.405566,4.0778,0.0264,2.69
110,112530,1.405900,4.0792,0.0263,2.67
