prompt_tokens,gen_tokens,ctx,prefill_tok_s,decode_tok_s,against_llama,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms
5,64,2048,32.3,25.75,1.024,38.8,5.6,0.4,10.9,3.5,11.7,1.9,0.6,2.3,0.9
