depth,phase,tokens,ms,tok_s,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms,gpu_ms
0,pp,2048,1772.1,1155.72,0.865,0.121,0.003,0.156,0.083,0.471,0.001,0.016,0.009,0.003,0.851
0,tg,16,465.5,34.37,29.093,3.926,0.294,6.775,3.449,10.381,2.389,0.550,0.913,0.117,27.764
64000,pp,2048,1894.2,1081.21,0.925,0.121,0.003,0.157,0.155,0.454,0.001,0.016,0.013,0.003,0.908
64000,tg,16,485.5,32.96,30.343,3.942,0.271,6.797,4.131,10.399,2.383,0.552,1.282,0.170,28.476
