tokens,cells,selection,attn_kernel,gemm_kernel,out_kernel,dispatch,us_per_layer,us_per_graph,gflops,gbps
4096,4096,sparse,qt2_kt4,gemm_m8,gemm_m8,idx,42.689,0.5,0.0,0.0
4096,4096,sparse,qt2_kt4,gemm_m8,gemm_m8,score,893.814,10.7,4805.2,0.0
4096,4096,sparse,qt2_kt4,gemm_m8,gemm_m8,select,1102.017,13.2,0.0,62.8
4096,4096,sparse,qt2_kt4,gemm_m8,gemm_m8,attn,13043.578,156.5,15805.4,0.0
4096,4096,sparse,qt2_kt4,gemm_m8,gemm_m8,out,3457.517,41.5,37266.3,23.7
4096,4096,sparse,qt2_kt4,gemm_m8,gemm_m8,layer,31641.159,379.7,,
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m2,qkv,40965.939,491.6,7142.4,2.3
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m2,pack,976.447,11.7,0.0,180.4
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m2,idx,44.199,0.5,0.0,0.0
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m2,score,900.178,10.8,4771.2,0.0
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m2,attn,10148.434,121.8,20314.3,0.0
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m2,out,4787.211,57.4,26915.3,17.1
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m2,layer,57822.408,693.9,,
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m4,qkv,40831.933,490.0,7165.8,2.3
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m4,pack,972.119,11.7,0.0,181.2
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m4,idx,47.057,0.6,0.0,0.0
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m4,score,909.824,10.9,4720.7,0.0
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m4,attn,9988.498,119.9,20639.6,0.0
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m4,out,3669.219,44.0,35116.2,22.3
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m4,layer,56418.650,677.0,,
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m8,qkv,40705.024,488.5,7188.2,2.3
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m8,pack,960.324,11.5,0.0,183.4
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m8,idx,46.488,0.6,0.0,0.0
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m8,score,900.370,10.8,4770.2,0.0
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m8,attn,9928.343,119.1,20764.6,0.0
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m8,out,3439.426,41.3,37462.4,23.8
4096,4096,dense,qt1_kt2,gemm_m2,gemm_m8,layer,55979.975,671.8,,
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m2,qkv,21101.737,253.2,13865.9,4.4
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m2,pack,958.813,11.5,0.0,183.7
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m2,idx,46.400,0.6,0.0,0.0
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m2,score,894.471,10.7,4801.7,0.0
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m2,attn,9889.758,118.7,20845.6,0.0
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m2,out,4775.914,57.3,26978.9,17.1
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m2,layer,37667.093,452.0,,
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m4,qkv,21011.217,252.1,13925.6,4.4
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m4,pack,955.916,11.5,0.0,184.3
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m4,idx,43.867,0.5,0.0,0.0
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m4,score,898.106,10.8,4782.2,0.0
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m4,attn,9947.311,119.4,20725.0,0.0
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m4,out,3686.352,44.2,34953.0,22.2
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m4,layer,36542.769,438.5,,
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m8,qkv,21008.496,252.1,13927.4,4.4
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m8,pack,955.339,11.5,0.0,184.4
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m8,idx,43.398,0.5,0.0,0.0
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m8,score,906.273,10.9,4739.2,0.0
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m8,attn,10163.210,122.0,20284.8,0.0
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m8,out,3395.723,40.7,37944.5,24.1
4096,4096,dense,qt1_kt2,gemm_m4,gemm_m8,layer,36472.439,437.7,,
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m2,qkv,12116.838,145.4,24147.8,7.6
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m2,pack,960.641,11.5,0.0,183.4
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m2,idx,43.470,0.5,0.0,0.0
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m2,score,898.318,10.8,4781.1,0.0
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m2,attn,9922.813,119.1,20776.2,0.0
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m2,out,4708.137,56.5,27367.3,17.4
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m2,layer,28650.217,343.8,,
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m4,qkv,12122.096,145.5,24137.3,7.6
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m4,pack,958.553,11.5,0.0,183.8
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m4,idx,43.747,0.5,0.0,0.0
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m4,score,898.290,10.8,4781.3,0.0
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m4,attn,10004.260,120.1,20607.1,0.0
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m4,out,3702.462,44.4,34800.9,22.1
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m4,layer,27729.408,332.8,,
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m8,qkv,12163.711,146.0,24054.7,7.6
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m8,pack,969.429,11.6,0.0,181.7
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m8,idx,44.063,0.5,0.0,0.0
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m8,score,895.529,10.7,4796.0,0.0
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m8,attn,10034.124,120.4,20545.7,0.0
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m8,out,3427.868,41.1,37588.7,23.9
4096,4096,dense,qt1_kt2,gemm_m8,gemm_m8,layer,27534.724,330.4,,
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m2,qkv,40807.202,489.7,7170.2,2.3
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m2,pack,953.511,11.4,0.0,184.7
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m2,idx,46.111,0.6,0.0,0.0
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m2,score,912.233,10.9,4708.2,0.0
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m2,attn,13829.079,165.9,14907.6,0.0
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m2,out,4792.998,57.5,26882.8,17.1
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m2,layer,61341.134,736.1,,
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m4,qkv,40599.126,487.2,7206.9,2.3
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m4,pack,959.919,11.5,0.0,183.5
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m4,idx,45.486,0.5,0.0,0.0
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m4,score,909.215,10.9,4723.8,0.0
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m4,attn,13988.875,167.9,14737.3,0.0
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m4,out,3722.977,44.7,34609.1,22.0
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m4,layer,60225.598,722.7,,
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m8,qkv,40227.568,482.7,7273.5,2.3
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m8,pack,973.962,11.7,0.0,180.9
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m8,idx,46.123,0.6,0.0,0.0
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m8,score,919.735,11.0,4669.8,0.0
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m8,attn,13923.378,167.1,14806.6,0.0
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m8,out,3399.078,40.8,37907.0,24.1
4096,4096,dense,qt1_kt4,gemm_m2,gemm_m8,layer,59489.844,713.9,,
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m2,qkv,21058.815,252.7,13894.2,4.4
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m2,pack,972.523,11.7,0.0,181.1
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m2,idx,43.779,0.5,0.0,0.0
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m2,score,902.490,10.8,4759.0,0.0
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m2,attn,13939.240,167.3,14789.8,0.0
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m2,out,4738.218,56.9,27193.6,17.3
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m2,layer,41655.065,499.9,,
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m4,qkv,21054.159,252.6,13897.2,4.4
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m4,pack,963.274,11.6,0.0,182.9
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m4,idx,43.706,0.5,0.0,0.0
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m4,score,900.687,10.8,4768.5,0.0
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m4,attn,13841.619,166.1,14894.1,0.0
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m4,out,3665.440,44.0,35152.4,22.3
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m4,layer,40468.885,485.6,,
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m8,qkv,20993.195,251.9,13937.6,4.4
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m8,pack,964.853,11.6,0.0,182.6
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m8,idx,43.827,0.5,0.0,0.0
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m8,score,902.126,10.8,4760.9,0.0
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m8,attn,13786.141,165.4,14954.0,0.0
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m8,out,3391.171,40.7,37995.4,24.1
4096,4096,dense,qt1_kt4,gemm_m4,gemm_m8,layer,40081.313,481.0,,
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m2,qkv,12151.531,145.8,24078.8,7.6
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m2,pack,968.007,11.6,0.0,182.0
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m2,idx,43.466,0.5,0.0,0.0
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m2,score,896.847,10.8,4789.0,0.0
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m2,attn,13802.625,165.6,14936.2,0.0
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m2,out,4659.941,55.9,27650.4,17.6
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m2,layer,32522.417,390.3,,
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m4,qkv,12071.820,144.9,24237.8,7.7
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m4,pack,963.779,11.6,0.0,182.8
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m4,idx,43.049,0.5,0.0,0.0
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m4,score,900.106,10.8,4771.6,0.0
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m4,attn,13793.339,165.5,14946.2,0.0
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m4,out,3731.814,44.8,34527.2,21.9
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m4,layer,31503.907,378.0,,
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m8,qkv,12166.688,146.0,24048.8,7.6
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m8,pack,962.200,11.5,0.0,183.1
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m8,idx,46.259,0.6,0.0,0.0
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m8,score,897.124,10.8,4787.5,0.0
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m8,attn,13921.619,167.1,14808.5,0.0
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m8,out,3380.398,40.6,38116.5,24.2
4096,4096,dense,qt1_kt4,gemm_m8,gemm_m8,layer,31374.288,376.5,,
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m2,qkv,40769.658,489.2,7176.8,2.3
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m2,pack,961.719,11.5,0.0,183.2
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m2,idx,43.410,0.5,0.0,0.0
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m2,score,903.356,10.8,4754.5,0.0
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m2,attn,11462.274,137.5,17985.8,0.0
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m2,out,4969.325,59.6,25928.9,16.5
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m2,layer,59109.742,709.3,,
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m4,qkv,40798.112,489.6,7171.8,2.3
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m4,pack,967.009,11.6,0.0,182.2
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m4,idx,43.735,0.5,0.0,0.0
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m4,score,905.997,10.9,4740.6,0.0
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m4,attn,10885.522,130.6,18938.8,0.0
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m4,out,3633.431,43.6,35462.1,22.5
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m4,layer,57233.806,686.8,,
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m8,qkv,40866.494,490.4,7159.8,2.3
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m8,pack,960.853,11.5,0.0,183.3
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m8,idx,43.422,0.5,0.0,0.0
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m8,score,904.366,10.9,4749.1,0.0
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m8,attn,10907.564,130.9,18900.5,0.0
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m8,out,3393.587,40.7,37968.4,24.1
4096,4096,dense,qt2_kt4,gemm_m2,gemm_m8,layer,57076.286,684.9,,
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m2,qkv,20752.057,249.0,14099.5,4.5
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m2,pack,975.280,11.7,0.0,180.6
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m2,idx,43.662,0.5,0.0,0.0
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m2,score,902.001,10.8,4761.6,0.0
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m2,attn,10904.775,130.9,18905.3,0.0
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m2,out,4630.550,55.6,27825.9,17.7
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m2,layer,38208.325,458.5,,
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m4,qkv,20957.980,251.5,13961.0,4.4
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m4,pack,958.893,11.5,0.0,183.7
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m4,idx,43.410,0.5,0.0,0.0
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m4,score,900.747,10.8,4768.2,0.0
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m4,attn,10950.417,131.4,18826.5,0.0
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m4,out,3681.486,44.2,34999.2,22.2
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m4,layer,37492.933,449.9,,
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m8,qkv,20928.977,251.1,13980.4,4.4
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m8,pack,959.038,11.5,0.0,183.7
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m8,idx,43.835,0.5,0.0,0.0
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m8,score,897.849,10.8,4783.6,0.0
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m8,attn,10989.183,131.9,18760.1,0.0
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m8,out,3464.202,41.6,37194.4,23.6
4096,4096,dense,qt2_kt4,gemm_m4,gemm_m8,layer,37283.084,447.4,,
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m2,qkv,12151.560,145.8,24078.8,7.6
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m2,pack,960.629,11.5,0.0,183.4
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m2,idx,43.815,0.5,0.0,0.0
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m2,score,899.909,10.8,4772.7,0.0
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m2,attn,10919.547,131.0,18879.8,0.0
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m2,out,4650.588,55.8,27706.0,17.6
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m2,layer,29626.048,355.5,,
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m4,qkv,12161.222,145.9,24059.6,7.6
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m4,pack,951.656,11.4,0.0,185.1
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m4,idx,42.965,0.5,0.0,0.0
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m4,score,894.259,10.7,4802.8,0.0
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m4,attn,10946.265,131.4,18833.7,0.0
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m4,out,3662.731,44.0,35178.4,22.3
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m4,layer,28659.098,343.9,,
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m8,qkv,12139.164,145.7,24103.4,7.6
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m8,pack,959.575,11.5,0.0,183.6
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m8,idx,42.693,0.5,0.0,0.0
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m8,score,898.791,10.8,4778.6,0.0
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m8,attn,10989.440,131.9,18759.7,0.0
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m8,out,3400.845,40.8,37887.4,24.0
4096,4096,dense,qt2_kt4,gemm_m8,gemm_m8,layer,28430.508,341.2,,
