depth,phase,tokens,ms,tok_s,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms,gpu_ms
0,pp,2048,1771.1,1156.33,0.865,0.121,0.003,0.155,0.083,0.471,0.001,0.016,0.009,0.003,0.851
0,tg,16,466.0,34.34,29.122,3.925,0.280,6.765,3.459,10.355,2.385,0.550,0.948,0.149,27.720
4096,pp,2048,1952.1,1049.13,0.953,0.122,0.003,0.156,0.130,0.460,0.001,0.016,0.061,0.003,0.888
4096,tg,16,469.3,34.10,29.329,3.938,0.282,6.798,3.455,10.390,2.384,0.554,0.952,0.159,27.803
