depth,phase,tokens,ms,tok_s,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms,gpu_ms
0,pp,2048,1770.0,1157.05,0.864,0.121,0.004,0.155,0.083,0.470,0.001,0.016,0.009,0.003,0.851
0,tg,16,465.7,34.36,29.107,3.910,0.286,6.774,3.455,10.381,2.384,0.550,0.951,0.108,27.740
64000,pp,2048,2285.2,896.22,1.116,0.122,0.003,0.156,0.317,0.454,0.001,0.016,0.042,0.004,1.069
64000,tg,16,498.2,32.11,31.139,3.947,0.291,6.819,4.818,10.461,2.405,0.557,1.283,0.177,29.299
128000,pp,2048,2459.7,832.63,1.201,0.122,0.003,0.156,0.391,0.462,0.001,0.016,0.044,0.004,1.152
128000,tg,16,508.3,31.48,31.770,3.953,0.284,6.844,5.456,10.438,2.473,0.554,1.268,0.141,30.003
