tokens,up_kernel,down_kernel,shexp_kernels,experts_touched,up_tiles,up_rows_exec,down_tiles,down_rows_exec,dispatch,us_per_layer,ms_per_graph,gflops,weight_gbps
1,v64w4,v16w4/k40,v64w4/v32w4,10,10,160,10,160,router,15.058,0.7,174.4,174.8
1,v64w4,v16w4/k40,v64w4/v32w4,10,10,160,10,160,router.sum,0.888,0.0,0.0,0.0
1,v64w4,v16w4/k40,v64w4/v32w4,10,10,160,10,160,route,5.369,0.3,0.0,0.0
1,v64w4,v16w4/k40,v64w4/v32w4,10,10,160,10,160,perm.up,2.404,0.1,0.0,0.0
1,v64w4,v16w4/k40,v64w4/v32w4,10,10,160,10,160,up,100.853,4.8,10397.1,182.8
1,v64w4,v16w4/k40,v64w4/v32w4,10,10,160,10,160,down,45.894,2.2,11423.9,200.8
1,v64w4,v16w4/k40,v64w4/v32w4,10,10,160,10,160,shexp.up,15.476,0.7,423.5,119.1
1,v64w4,v16w4/k40,v64w4/v32w4,10,10,160,10,160,shexp.down,8.530,0.4,384.2,144.1
1,v64w4,v16w4/k40,v64w4/v32w4,10,10,160,10,160,combine,2.815,0.1,0.0,43.7
1,v64w4,v16w4/k40,v64w4/v32w4,10,10,160,10,160,block,197.287,9.5,,
2,m2,m2/gemm,m2/m2,17,17,544,17,544,router,89.161,4.3,58.9,29.6
2,m2,m2/gemm,m2/m2,17,17,544,17,544,route,5.392,0.3,0.0,0.0
2,m2,m2/gemm,m2/m2,17,17,544,17,544,perm.up,2.531,0.1,0.0,0.0
2,m2,m2/gemm,m2/m2,17,17,544,17,544,up,639.870,30.7,5571.7,49.0
2,m2,m2/gemm,m2/m2,17,17,544,17,544,down,191.232,9.2,9321.6,81.9
2,m2,m2/gemm,m2/m2,17,17,544,17,544,shexp.up,172.795,8.3,75.9,10.7
2,m2,m2/gemm,m2/m2,17,17,544,17,544,shexp.down,16.425,0.8,399.0,74.8
2,m2,m2/gemm,m2/m2,17,17,544,17,544,combine,2.870,0.1,0.0,85.6
2,m2,m2/gemm,m2/m2,17,17,544,17,544,block,1120.276,53.8,,
3,m2,m2/gemm,m2/m2,26,26,832,26,832,router,87.568,4.2,90.0,30.2
3,m2,m2/gemm,m2/m2,26,26,832,26,832,route,5.372,0.3,0.0,0.0
3,m2,m2/gemm,m2/m2,26,26,832,26,832,perm.up,2.596,0.1,0.0,0.0
3,m2,m2/gemm,m2/m2,26,26,832,26,832,up,688.655,33.1,7917.7,69.6
3,m2,m2/gemm,m2/m2,26,26,832,26,832,down,276.301,13.3,9867.1,86.7
3,m2,m2/gemm,m2/m2,26,26,832,26,832,shexp.up,173.446,8.3,113.4,10.6
3,m2,m2/gemm,m2/m2,26,26,832,26,832,shexp.down,16.040,0.8,612.9,76.6
3,m2,m2/gemm,m2/m2,26,26,832,26,832,combine,2.927,0.1,0.0,125.9
3,m2,m2/gemm,m2/m2,26,26,832,26,832,block,1252.905,60.1,,
4,m2,m2/gemm,m2/m2,36,36,1152,36,1152,router,87.648,4.2,119.9,30.2
4,m2,m2/gemm,m2/m2,36,36,1152,36,1152,route,5.395,0.3,0.0,0.0
4,m2,m2/gemm,m2/m2,36,36,1152,36,1152,perm.up,2.644,0.1,0.0,0.0
4,m2,m2/gemm,m2/m2,36,36,1152,36,1152,up,948.223,45.5,7962.0,70.0
4,m2,m2/gemm,m2/m2,36,36,1152,36,1152,down,356.552,17.1,10587.2,93.1
4,m2,m2/gemm,m2/m2,36,36,1152,36,1152,shexp.up,172.877,8.3,151.6,10.7
4,m2,m2/gemm,m2/m2,36,36,1152,36,1152,shexp.down,16.125,0.8,812.8,76.2
4,m2,m2/gemm,m2/m2,36,36,1152,36,1152,combine,2.980,0.1,0.0,164.9
4,m2,m2/gemm,m2/m2,36,36,1152,36,1152,block,1592.444,76.4,,
6,m2,m2/gemm,m2/m2,44,44,1408,44,1408,router,88.031,4.2,179.0,30.2
