tokens,layers,ms,tok_s,against_llama,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms
512,48,816.0,627.5,1.603,68.4,2.4,115.3,29.4,588.6,6.7,3.8,5.5,9.0
2048,48,2053.1,997.5,2.548,308.4,8.6,430.6,131.4,1133.9,6.8,32.4,19.1,6.8
