depth,phase,tokens,ms,tok_s,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms,gpu_ms
0,pp,2048,1769.2,1157.59,0.864,0.122,0.003,0.155,0.083,0.470,0.001,0.016,0.008,0.004,0.851
0,tg,16,466.0,34.33,29.128,3.956,0.284,6.804,3.455,10.383,2.394,0.549,0.896,0.103,27.827
4096,pp,2048,2016.9,1015.41,0.985,0.122,0.003,0.155,0.166,0.455,0.001,0.016,0.063,0.003,0.918
4096,tg,16,480.1,33.33,30.006,3.945,0.283,6.801,4.119,10.368,2.383,0.557,0.994,0.158,28.455
