depth,phase,tokens,ms,tok_s,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms,gpu_ms
0,pp,2048,1789.3,1144.58,0.874,0.121,0.003,0.156,0.090,0.473,0.001,0.016,0.008,0.004,0.860
0,tg,16,464.2,34.47,29.013,3.896,0.274,6.780,3.452,10.344,2.383,0.547,0.918,0.114,27.676
64000,pp,2048,1952.6,1048.85,0.953,0.121,0.003,0.156,0.155,0.454,0.001,0.016,0.041,0.004,0.907
64000,tg,16,484.4,33.03,30.275,3.914,0.272,6.802,4.144,10.390,2.380,0.552,1.269,0.183,28.455
128000,pp,2048,2023.2,1012.28,0.988,0.122,0.003,0.156,0.174,0.463,0.001,0.016,0.047,0.003,0.936
128000,tg,16,495.8,32.27,30.986,3.922,0.303,6.829,4.779,10.400,2.451,0.553,1.272,0.155,29.239
