depth,phase,label,n_per_pass,ms_per_token,us_each
0,pp,moe.up,48.0,0.2842,12126.2
0,pp,moe.down,48.0,0.1341,5723.6
0,pp,dn.qkv,36.0,0.0746,4244.6
0,pp,hc.cn,94.0,0.0584,1272.3
0,pp,hc.up,97.0,0.0342,723.1
0,pp,attn.attn,12.0,0.0317,5412.9
0,pp,dn.scan,36.0,0.0297,1688.2
0,pp,moe.combine,48.0,0.0280,1193.7
0,pp,dn.out,36.0,0.0276,1571.6
0,pp,hc.down,97.0,0.0265,560.4
0,pp,attn.qkv,12.0,0.0223,3805.5
0,pp,move,196.0,0.0159,166.0
0,pp,attn.score,12.0,0.0139,2375.1
0,pp,dn.conv,36.0,0.0133,758.7
0,pp,moe.shexp.up,48.0,0.0120,513.2
0,pp,dn.norm,36.0,0.0103,583.5
0,pp,attn.out,12.0,0.0094,1596.3
0,pp,moe.shexp.down,48.0,0.0057,242.6
0,pp,moe.router,48.0,0.0039,168.2
0,pp,attn.pack,12.0,0.0028,477.5
0,pp,ple.kv,1.0,0.0019,3800.7
0,pp,attn.select,12.0,0.0015,256.3
0,pp,moe.perm.up,48.0,0.0015,62.0
0,pp,hc.combine,2.0,0.0013,1334.7
0,pp,attn.idx,12.0,0.0013,216.2
0,pp,head.head,1.0,0.0012,2534.3
0,pp,moe.route,48.0,0.0012,51.3
0,pp,ple.gate,1.0,0.0009,1781.7
0,pp,hc.norm,3.0,0.0008,535.6
0,pp,ple.conv,1.0,0.0007,1530.3
0,pp,attn.attn.gather,12.0,0.0001,19.1
0,pp,attn.attn.gathmask,12.0,0.0001,18.5
0,pp,dn.hist,36.0,0.0001,4.1
0,pp,ple.hist,1.0,0.0000,2.6
0,pp,hc.down_reduce,1.0,0.0000,1.2
0,tg,moe.up,48.0,5.2929,110.3
0,tg,dn.qkv,36.0,4.0649,112.9
0,tg,moe.down,48.0,2.5233,52.6
0,tg,head.head,1.0,2.3886,2388.6
0,tg,hc.up,97.0,1.7644,18.2
0,tg,dn.out,36.0,1.6129,44.8
0,tg,attn.qkv,12.0,1.4300,119.2
0,tg,hc.down,97.0,1.3506,13.9
0,tg,attn.attn.split,12.0,0.9904,82.5
0,tg,moe.shexp.up,48.0,0.7396,15.4
0,tg,moe.router,48.0,0.7140,14.9
0,tg,hc.cn,94.0,0.6673,7.1
0,tg,attn.out,12.0,0.6486,54.1
0,tg,dn.scan,36.0,0.6435,17.9
0,tg,move,196.0,0.5503,2.8
0,tg,moe.shexp.down,48.0,0.4786,10.0
0,tg,moe.route,48.0,0.2760,5.8
0,tg,ple.kv,1.0,0.2726,272.6
0,tg,dn.conv,36.0,0.1527,4.2
0,tg,moe.combine,48.0,0.1510,3.1
0,tg,moe.perm.up,48.0,0.1407,2.9
0,tg,dn.norm,36.0,0.1276,3.5
0,tg,hc.down_reduce,97.0,0.1106,1.1
0,tg,attn.score,12.0,0.0909,7.6
0,tg,attn.select,12.0,0.0884,7.4
0,tg,attn.attn.combine,12.0,0.0692,5.8
0,tg,dn.qkv.sum,36.0,0.0656,1.8
0,tg,moe.router.sum,48.0,0.0644,1.3
0,tg,dn.out.sum,36.0,0.0573,1.6
0,tg,attn.pack,12.0,0.0509,4.2
0,tg,dn.hist,36.0,0.0499,1.4
0,tg,attn.idx,12.0,0.0374,3.1
0,tg,hc.norm,3.0,0.0238,7.9
0,tg,attn.out.sum,12.0,0.0215,1.8
0,tg,attn.qkv.sum,12.0,0.0213,1.8
0,tg,ple.gate,1.0,0.0159,16.0
0,tg,hc.combine,2.0,0.0096,4.8
0,tg,ple.conv,1.0,0.0039,4.0
0,tg,ple.hist,1.0,0.0012,1.2
64000,pp,moe.up,48.0,0.2731,11654.1
64000,pp,moe.down,48.0,0.1283,5475.1
64000,pp,attn.attn,12.0,0.0893,15241.1
64000,pp,dn.qkv,36.0,0.0751,4272.5
64000,pp,hc.cn,94.0,0.0582,1268.4
64000,pp,hc.up,97.0,0.0344,725.7
64000,pp,dn.scan,36.0,0.0299,1700.6
64000,pp,dn.out,36.0,0.0279,1589.9
64000,pp,moe.combine,48.0,0.0279,1189.7
64000,pp,hc.down,97.0,0.0266,561.8
64000,pp,attn.qkv,12.0,0.0224,3825.5
64000,pp,attn.score,12.0,0.0198,3372.1
64000,pp,move,196.0,0.0159,165.8
64000,pp,dn.conv,36.0,0.0133,759.4
64000,pp,moe.shexp.up,48.0,0.0123,525.9
64000,pp,dn.norm,36.0,0.0102,582.4
64000,pp,attn.select,12.0,0.0100,1701.7
64000,pp,attn.out,12.0,0.0094,1603.6
64000,pp,moe.shexp.down,48.0,0.0058,246.6
64000,pp,moe.router,48.0,0.0040,168.6
64000,pp,attn.pack,12.0,0.0028,474.3
64000,pp,ple.kv,1.0,0.0019,3803.5
64000,pp,moe.perm.up,48.0,0.0015,62.1
64000,pp,hc.combine,2.0,0.0013,1351.6
64000,pp,head.head,1.0,0.0012,2528.5
64000,pp,moe.route,48.0,0.0012,51.3
64000,pp,attn.attn.gather,12.0,0.0011,191.2
64000,pp,hc.norm,3.0,0.0009,636.5
64000,pp,ple.gate,1.0,0.0009,1804.7
64000,pp,ple.conv,1.0,0.0008,1541.6
64000,pp,attn.idx,12.0,0.0002,40.4
64000,pp,dn.hist,36.0,0.0001,4.1
64000,pp,ple.hist,1.0,0.0000,2.6
64000,pp,hc.down_reduce,1.0,0.0000,1.2
64000,tg,moe.up,48.0,5.3063,110.5
64000,tg,dn.qkv,36.0,4.0764,113.2
64000,tg,moe.down,48.0,2.5209,52.5
64000,tg,head.head,1.0,2.3828,2382.8
64000,tg,hc.up,97.0,1.7705,18.3
64000,tg,dn.out,36.0,1.6149,44.9
64000,tg,attn.qkv,12.0,1.4290,119.1
64000,tg,hc.down,97.0,1.3535,14.0
64000,tg,attn.attn.split,12.0,0.9336,77.8
64000,tg,moe.shexp.up,48.0,0.7451,15.5
64000,tg,moe.router,48.0,0.7175,14.9
64000,tg,hc.cn,94.0,0.6737,7.2
64000,tg,dn.scan,36.0,0.6460,17.9
64000,tg,attn.out,12.0,0.6346,52.9
64000,tg,move,196.0,0.5524,2.8
64000,tg,moe.shexp.down,48.0,0.4759,9.9
64000,tg,attn.select,12.0,0.4073,33.9
64000,tg,attn.score,12.0,0.4036,33.6
64000,tg,moe.route,48.0,0.2765,5.8
64000,tg,ple.kv,1.0,0.2500,250.0
64000,tg,dn.conv,36.0,0.1532,4.3
64000,tg,moe.combine,48.0,0.1515,3.2
64000,tg,moe.perm.up,48.0,0.1400,2.9
64000,tg,dn.norm,36.0,0.1313,3.6
64000,tg,attn.attn.gather,12.0,0.1170,9.8
64000,tg,hc.down_reduce,97.0,0.1116,1.2
64000,tg,attn.attn.combine,12.0,0.0731,6.1
64000,tg,dn.qkv.sum,36.0,0.0671,1.9
