depth,phase,tokens,ms,tok_s,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms,gpu_ms
0,pp,2048,1772.5,1155.43,0.865,0.121,0.003,0.155,0.083,0.471,0.001,0.016,0.009,0.004,0.851
0,tg,32,920.3,34.77,28.760,3.917,0.281,6.800,3.469,10.405,2.393,0.548,0.525,0.128,27.813
128000,pp,2048,1973.2,1037.91,0.963,0.122,0.003,0.157,0.175,0.466,0.001,0.016,0.016,0.005,0.941
128000,tg,32,972.7,32.90,30.398,3.922,0.279,6.810,4.779,10.394,2.406,0.552,0.775,0.150,29.143
