tokens,up_kernel,down_kernel,experts_touched,up_tiles,up_rows_exec,down_tiles,down_rows_exec,dispatch,us_per_layer,ms_per_graph,gflops,weight_gbps
512,w4m1,m2,274,312,19968,624,19968,block,13738.066,659.4,,
512,w4m1,m4,274,312,19968,312,19968,router,104.326,5.0,12890.4,50.3
512,w4m1,m4,274,312,19968,312,19968,route,14.988,0.7,0.0,0.0
512,w4m1,m4,274,312,19968,312,19968,perm.up,19.589,0.9,0.0,0.0
512,w4m1,m4,274,312,19968,312,19968,perm.down,19.517,0.9,0.0,0.0
512,w4m1,m4,274,312,19968,312,19968,up,9043.430,434.1,14470.4,55.8
512,w4m1,m4,274,312,19968,312,19968,down,3458.386,166.0,18919.6,97.4
512,w4m1,m4,274,312,19968,312,19968,shexp.up,307.440,14.8,10914.1,11.3
512,w4m1,m4,274,312,19968,312,19968,shexp.down,58.639,2.8,28611.0,29.7
512,w4m1,m4,274,312,19968,312,19968,combine,465.853,22.4,0.0,135.1
512,w4m1,m4,274,312,19968,312,19968,block,13492.168,647.6,,
512,w4m1,w2m1,274,312,19968,624,19968,router,106.466,5.1,12631.3,49.3
512,w4m1,w2m1,274,312,19968,624,19968,route,15.525,0.7,0.0,0.0
512,w4m1,w2m1,274,312,19968,624,19968,perm.up,20.254,1.0,0.0,0.0
512,w4m1,w2m1,274,312,19968,624,19968,perm.down,20.727,1.0,0.0,0.0
512,w4m1,w2m1,274,312,19968,624,19968,up,9027.520,433.3,14495.9,55.9
512,w4m1,w2m1,274,312,19968,624,19968,down,3923.109,188.3,16678.4,85.8
512,w4m1,w2m1,274,312,19968,624,19968,shexp.up,308.241,14.8,10885.8,11.3
512,w4m1,w2m1,274,312,19968,624,19968,shexp.down,93.890,4.5,17869.0,18.5
512,w4m1,w2m1,274,312,19968,624,19968,combine,459.336,22.0,0.0,137.0
512,w4m1,w2m1,274,312,19968,624,19968,block,13975.068,670.8,,
512,w4m1,w4m1,274,312,19968,312,19968,router,104.069,5.0,12922.2,50.4
512,w4m1,w4m1,274,312,19968,312,19968,route,15.220,0.7,0.0,0.0
512,w4m1,w4m1,274,312,19968,312,19968,perm.up,19.685,0.9,0.0,0.0
512,w4m1,w4m1,274,312,19968,312,19968,perm.down,19.933,1.0,0.0,0.0
512,w4m1,w4m1,274,312,19968,312,19968,up,9020.763,433.0,14506.8,56.0
512,w4m1,w4m1,274,312,19968,312,19968,down,3485.390,167.3,18773.0,96.6
512,w4m1,w4m1,274,312,19968,312,19968,shexp.up,307.416,14.8,10915.0,11.3
512,w4m1,w4m1,274,312,19968,312,19968,shexp.down,83.478,4.0,20097.8,20.9
512,w4m1,w4m1,274,312,19968,312,19968,combine,476.513,22.9,0.0,132.0
512,w4m1,w4m1,274,312,19968,312,19968,block,13532.467,649.6,,
2048,m1,m1,399,1519,24304,1519,24304,router,171.525,8.2,31361.0,76.4
2048,m1,m1,399,1519,24304,1519,24304,route,49.397,2.4,0.0,0.0
2048,m1,m1,399,1519,24304,1519,24304,perm.up,63.031,3.0,0.0,0.0
2048,m1,m1,399,1519,24304,1519,24304,perm.down,63.921,3.1,0.0,0.0
2048,m1,m1,399,1519,24304,1519,24304,up,18991.267,911.6,8386.9,38.7
2048,m1,m1,399,1519,24304,1519,24304,down,6047.033,290.3,13170.0,81.1
2048,m1,m1,399,1519,24304,1519,24304,shexp.up,1268.874,60.9,10577.7,2.7
2048,m1,m1,399,1519,24304,1519,24304,shexp.down,411.205,19.7,16320.1,4.2
2048,m1,m1,399,1519,24304,1519,24304,combine,1404.612,67.4,0.0,179.2
2048,m1,m1,399,1519,24304,1519,24304,block,28470.865,1366.6,,
2048,m1,m2,399,1802,28832,901,28832,router,169.321,8.1,31769.2,77.4
2048,m1,m2,399,1802,28832,901,28832,route,49.021,2.4,0.0,0.0
2048,m1,m2,399,1802,28832,901,28832,perm.up,64.410,3.1,0.0,0.0
2048,m1,m2,399,1802,28832,901,28832,perm.down,63.256,3.0,0.0,0.0
2048,m1,m2,399,1802,28832,901,28832,up,21566.384,1035.2,8761.5,34.1
2048,m1,m2,399,1802,28832,901,28832,down,5463.620,262.3,17292.0,89.7
2048,m1,m2,399,1802,28832,901,28832,shexp.up,1280.697,61.5,10480.1,2.7
2048,m1,m2,399,1802,28832,901,28832,shexp.down,269.287,12.9,24920.9,6.5
2048,m1,m2,399,1802,28832,901,28832,combine,1388.229,66.6,0.0,181.3
2048,m1,m2,399,1802,28832,901,28832,block,30314.225,1455.1,,
2048,m1,m4,399,2432,38912,608,38912,router,170.427,8.2,31563.0,76.9
2048,m1,m4,399,2432,38912,608,38912,route,48.973,2.4,0.0,0.0
2048,m1,m4,399,2432,38912,608,38912,perm.up,65.348,3.1,0.0,0.0
2048,m1,m4,399,2432,38912,608,38912,perm.down,68.017,3.3,0.0,0.0
2048,m1,m4,399,2432,38912,608,38912,up,27696.167,1329.4,9207.5,26.6
2048,m1,m4,399,2432,38912,608,38912,down,6180.038,296.6,20632.0,79.3
2048,m1,m4,399,2432,38912,608,38912,shexp.up,1278.292,61.4,10499.8,2.7
2048,m1,m4,399,2432,38912,608,38912,shexp.down,255.172,12.2,26299.5,6.8
2048,m1,m4,399,2432,38912,608,38912,combine,1402.120,67.3,0.0,179.5
2048,m1,m4,399,2432,38912,608,38912,block,37164.554,1783.9,,
2048,m1,w2m1,399,1802,28832,901,28832,router,169.826,8.2,31674.7,77.2
2048,m1,w2m1,399,1802,28832,901,28832,route,49.518,2.4,0.0,0.0
2048,m1,w2m1,399,1802,28832,901,28832,perm.up,64.851,3.1,0.0,0.0
2048,m1,w2m1,399,1802,28832,901,28832,perm.down,61.949,3.0,0.0,0.0
2048,m1,w2m1,399,1802,28832,901,28832,up,21572.339,1035.5,8759.1,34.1
2048,m1,w2m1,399,1802,28832,901,28832,down,5974.070,286.8,15814.5,82.1
