prompt_tokens,gen_tokens,ctx,prefill_tok_s,decode_tok_s,against_llama,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms
5,64,2048,33.8,31.41,1.249,31.8,4.2,0.4,6.8,2.3,11.7,1.9,0.6,2.1,0.9
