tokens,scan_kernel,operands,regs_per_lane,workgroups,qk_reread,gemm_kernel,out_kernel,dispatch,us_per_layer,us_per_graph,gflops,gbps
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k2,out.sum,0.670,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k2,hist,0.788,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k2,layer,236.253,8.5,,
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k4,qkv,196.140,7.1,430.2,430.2
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k4,qkv.sum,1.237,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k4,conv,1.757,0.1,0.0,46.6
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k4,scan,9.012,0.3,698.1,790.8
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k4,norm,1.118,0.0,0.0,55.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k4,out,25.883,0.9,1215.4,1215.8
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k4,out.sum,0.695,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k4,hist,0.786,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k4,layer,236.628,8.5,,
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k8,qkv,197.125,7.1,428.0,428.1
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k8,qkv.sum,1.230,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k8,conv,1.739,0.1,0.0,47.1
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k8,scan,8.978,0.3,700.8,793.8
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k8,norm,1.119,0.0,0.0,54.9
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k8,out,31.878,1.1,986.8,987.2
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k8,out.sum,0.741,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k8,hist,0.788,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k8,layer,243.598,8.8,,
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k16,qkv,196.634,7.1,429.1,429.1
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k16,qkv.sum,1.248,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k16,conv,1.745,0.1,0.0,46.9
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k16,scan,9.101,0.3,691.3,783.1
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k16,norm,1.123,0.0,0.0,54.7
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k16,out,27.316,1.0,1151.6,1152.1
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k16,out.sum,0.835,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k16,hist,0.791,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k16,layer,238.793,8.6,,
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k32,qkv,196.177,7.1,430.1,430.1
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k32,qkv.sum,1.233,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k32,conv,1.763,0.1,0.0,46.5
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k32,scan,9.016,0.3,697.8,790.5
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k32,norm,1.117,0.0,0.0,55.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k32,out,21.963,0.8,1432.3,1432.8
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k32,out.sum,1.053,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k32,hist,0.784,0.0,0.0,0.0
1,l8,reg,48,768,16,gemm_m4/k8,gemm_m2/k32,layer,233.106,8.4,,
