prompt_tokens,gen_tokens,ctx,prefill_tok_s,decode_tok_s,against_llama,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms
5,64,2048,30.3,14.07,0.560,71.1,9.5,0.4,18.8,5.6,28.5,3.5,0.6,2.5,0.8
