prompt_tokens,gen_tokens,ctx,prefill_tok_s,decode_tok_s,against_llama,ms_per_token,hc_ms,ple_ms,dn_ms,attn_ms,moe_ms,head_ms,move_ms,gather_ms,glue_ms
5,64,2048,31.9,23.15,0.920,43.2,5.7,0.4,11.0,5.5,12.1,3.5,0.6,2.7,0.9
