chunk,tokens,nll,ppl,stderr,seconds
136,139128,0.472453,1.6039,0.0062,2.53
137,140151,0.474131,1.6066,0.0062,2.51
138,141174,0.479625,1.6155,0.0063,2.52
139,142197,0.484275,1.6230,0.0063,2.52
140,143220,0.487407,1.6281,0.0064,2.52
141,144243,0.489182,1.6310,0.0064,2.49
142,145266,0.493528,1.6381,0.0064,2.50
143,146289,0.496255,1.6426,0.0064,2.52
144,147312,0.499934,1.6486,0.0064,2.47
145,148335,0.501163,1.6506,0.0064,2.50
